	dmso-mut	drug-mut
0	706.0	689.6428571428571
1	876.9285714285714	398.92857142857144
2	981.5	636.2857142857143
3	821.6428571428571	741.6428571428571
4	313.85714285714283	779.5714285714286
5	739.5714285714286	520.9285714285714
6	371.64285714285717	1726.0
7	922.3571428571429	1681.857142857143
8	1126.0	934.0
9	306.92857142857144	947.6428571428571
10	530.8571428571429	1386.4285714285713
11	917.2142857142857	522.7857142857143
12	948.9285714285714	
13	817.2857142857143	
14	1966.857142857143	
15	362.07142857142856	
16	773.2857142857143	
17	1508.0714285714287	
18	841.0714285714286	
19	623.4285714285714	
20	726.2142857142857	
