ligand,best_ddg,ddg_rank,ddg_percentile,best_interaction,interaction_rank,interaction_percentile,best_real_motif_count,real_motif_count_rank,real_motif_count_percentile,best_real_motif_ratio,real_motif_ratio_rank,real_motif_ratio_percentile,
Z31269192,-21.191626,93,0.010005379236148467,12.0,9,0.0009682625067240452,5.0,141,0.015169445938676708,0.8,156,0.016783216783216783,
Z26395449,-21.088617,103,0.01108122646584185,11.0,159,0.017105970952124797,7.0,1,0.00010758472296933836,0.8,156,0.016783216783216783,
Z240678214,-20.52098,172,0.0185045723507262,10.0,1286,0.13835395373856912,6.0,25,0.0026896180742334587,0.833333,97,0.010435718128025821,
Z26395518,-20.322272,196,0.021086605701990318,10.0,1286,0.13835395373856912,7.0,1,0.00010758472296933836,0.8,156,0.016783216783216783,
Z254577874,-18.940423,629,0.06767079074771383,11.0,159,0.017105970952124797,6.0,25,0.0026896180742334587,1.0,1,0.00010758472296933836,
Z32440384,-18.854422,669,0.07197417966648736,10.0,1286,0.13835395373856912,7.0,1,0.00010758472296933836,0.833333,97,0.010435718128025821,
Z26395441,-18.430098,871,0.0937062937062937,10.0,1286,0.13835395373856912,6.0,25,0.0026896180742334587,0.833333,97,0.010435718128025821,
Z26395442,-18.043923,1093,0.11759010220548682,10.0,1286,0.13835395373856912,6.0,25,0.0026896180742334587,1.0,1,0.00010758472296933836,
Z26395438,-17.678058,1322,0.1422270037654653,10.0,1286,0.13835395373856912,6.0,25,0.0026896180742334587,1.0,1,0.00010758472296933836,
