	dmso	drug
0	381.90625	284.015625
1	353.046875	156.8125
2	765.09375	298.828125
3	409.09375	172.59375
4	617.75	384.53125
5	718.25	279.578125
6	378.5625	487.359375
7	672.8125	614.203125
8	513.890625	343.171875
9	631.734375	200.375
10	790.90625	609.296875
11	787.890625	663.46875
12	784.546875	582.71875
13	845.921875	321.015625
14	1107.15625	962.140625
15	588.296875	617.03125
16	988.671875	613.828125
17	1369.0625	786.515625
18	1126.859375	541.65625
19	1312.171875	910.078125
20	648.90625	652.921875
21	1244.078125	712.484375
22	648.546875	1185.921875
23	1099.0	1244.25
24	959.703125	879.046875
25	1076.5625	552.671875
26	1009.90625	369.5625
27	974.5	636.09375
28		1259.21875
