ligand,best_ddg,ddg_rank,ddg_percentile,best_interaction,interaction_rank,interaction_percentile,best_real_motif_count,real_motif_count_rank,real_motif_count_percentile,best_real_motif_ratio,real_motif_ratio_rank,real_motif_ratio_percentile,
Z4121492004,-76.162438,359,0.13011960855382385,12.0,229,0.0830010873504893,4.0,1025,0.37151141718013775,1.0,1,0.0003624501631025734,
Z4121492147,-76.162436,601,0.2178325480246466,11.0,565,0.20478434215295396,4.0,1025,0.37151141718013775,1.0,1,0.0003624501631025734,
Z4886816179,-76.162436,601,0.2178325480246466,13.0,98,0.03552011598405219,4.0,1025,0.37151141718013775,1.0,1,0.0003624501631025734,
Z4121492020,-76.162436,601,0.2178325480246466,10.0,1244,0.4508880028996013,4.0,1025,0.37151141718013775,1.0,1,0.0003624501631025734,
Z1893460093,-76.162436,601,0.2178325480246466,11.0,565,0.20478434215295396,5.0,267,0.0967741935483871,1.0,1,0.0003624501631025734,
Z4886816121,-76.162436,601,0.2178325480246466,11.0,565,0.20478434215295396,4.0,1025,0.37151141718013775,1.0,1,0.0003624501631025734,
Z4121493648,-76.162436,601,0.2178325480246466,7.0,2681,0.9717288872779992,4.0,1025,0.37151141718013775,1.0,1,0.0003624501631025734,
