	dmso	dmso
0	28.9	150.8
1	53.8	233.8
2	46.9	311.0
3	71.9	116.2
4	22.5	100.9
5	84.3	77.8
6	41.0	121.8
7	56.4	293.8
8	38.6	72.1
9	27.3	63.6
10	168.7	140.1
11	66.9	307.8
12	72.7	116.1
13	73.6	152.8
14	59.4	86.7
15	42.8	199.5
16	127.6	217.5
17	85.7	200.8
18	67.4	161.1
19	44.0	
20	73.6	
21	33.5	
22	86.3	
23	43.9	
24	41.2	
