	dmso	drug
0	371.7142857	269.8571429
1	807.7142857	266.0714286
2	622.9285714	607.5
3	328.4285714	968.5714286
4	278.0714286	911.2857143
5	899.9285714	1287.857143
6	935.0714286	431
7	849.3571429	696
8	562.2142857	153
9	378	1147.714286
10	1054.642857	317
11	733.7142857	1012.5
12	2609.714286	694.8571429
13	90.85714286	1341.285714
14	705.7142857	696.2857143
15	1035.428571	1020.714286
16	437.7142857	673
17	996.1428571	1876.285714
18	853	841.5714286
19	897.5714286	740.5714286
20	760.8571429	1024.214286
21	486	665.4285714
22	1016.785714	1018.428571
23	978.4285714	
24	1446.5	
25	1274.5	
26	692.2142857	
