,Start Time:,2025-10-09 07:00:00, End Time:,2025-10-11 09:00:00, Normalization:,None,,,
Time Stamps:,Linear Time:,F1,M1,M2,M6,F5,M7,F3,F6
2025-10-09 07:00:00,31,43.87,24.67,338.2,6,33.74,227.86,318.91,164.5
2025-10-09 08:00:00,32,193.06,102.15,132.18,2,195.06,1132,246.29,1794
2025-10-09 09:00:00,33,262.31,13.5,11.95,3.33,60.57,129.1,706,135.58
2025-10-09 10:00:00,34,142.61,105.28,35.15,4,76.97,34.29,273.67,23.4
2025-10-09 11:00:00,35,11.54,11.43,23.33,4,23.47,56.19,27.94,25.25
2025-10-09 12:00:00,36,43.81,27.95,20.39,4,35.67,21.59,29.24,15.39
2025-10-09 13:00:00,37,8.53,10.9,15.14,3,26.75,56.8,34.11,75.26
2025-10-09 14:00:00,38,37.23,104.64,45.56,0,38.07,25.23,23.09,10.13
2025-10-09 15:00:00,39,11.17,12.8,63.36,0,15.23,22.97,13.28,18.67
2025-10-09 16:00:00,40,77.62,54.74,12.5,0,9.88,50,7.55,11.11
2025-10-09 17:00:00,41,10.15,36.52,28.65,0,143.89,22.93,24.8,57.17
2025-10-09 18:00:00,42,29.85,22.3,28,0,45.92,37.31,15.58,8.83
2025-10-09 19:00:00,43,44.12,55.23,29.84,0,38.21,51,49.17,59.94
2025-10-09 20:00:00,44,148.8,105.31,148.86,4,590.33,204.14,90,889.5
2025-10-09 21:00:00,45,90.13,88.96,78.18,0,1194.67,3596,348.6,154.67
2025-10-09 22:00:00,46,206.4,58.24,40.75,0,1795,1192,893.5,388.89
2025-10-09 23:00:00,47,710.4,309.64,144.95,2,592,1186.67,710.8,435.14
2025-10-10 00:00:00,48,1193.33,24.77,79.53,0,233.29,430.75,183.41,42.83
2025-10-10 01:00:00,49,891.5,210.5,40.19,0,301.64,31.04,51.38,100.21
2025-10-10 02:00:00,50,889,69.84,108,4,60.33,98,21.97,316.73
2025-10-10 03:00:00,51,318.18,45.32,28.19,0,105.67,342.4,710.4,51.05
2025-10-10 04:00:00,52,352.4,37.33,129.52,0,160.44,29.22,65.33,440.75
2025-10-10 05:00:00,53,248.14,265.85,90.52,4,43.73,73.19,257.17,227.2
2025-10-10 06:00:00,54,269.23,106.96,195.76,0,367.56,889,708,389.11
2025-10-10 07:00:00,55,54.93,506,226.27,0,591,332.8,1795,352.4
2025-10-10 08:00:00,56,42.48,84.07,70.36,403.14,440.25,50.81,59.27,60.47
2025-10-10 09:00:00,57,20.82,87.55,63.82,62,118,70.25,30.91,23.66
2025-10-10 10:00:00,58,30.84,32.72,13.13,313.6,56.62,46.96,12.63,25.6
2025-10-10 11:00:00,59,8.09,17.73,26.61,20.44,11.76,34.64,14.41,68.29
2025-10-10 12:00:00,60,70.14,17.78,107.75,67.92,58.18,35.19,14.85,10.73
2025-10-10 13:00:00,61,29.06,25.09,11.3,33.77,14.37,17,18.88,43.87
2025-10-10 14:00:00,62,34.41,29.5,71.93,186.86,340.44,25.28,73.53,44.67
2025-10-10 15:00:00,63,28.53,162.94,9.09,49.94,20.11,101.37,36.26,5.29
2025-10-10 16:00:00,64,6.41,25,12.44,27.95,56.31,25.29,10.71,18.28
2025-10-10 17:00:00,65,31.69,13.08,85.29,10.91,35.85,31.26,8.15,29.17
2025-10-10 18:00:00,66,18.38,17.29,12.98,78.59,38.67,37.89,55.38,7.12
2025-10-10 19:00:00,67,23.24,71.56,27.79,19.62,23.95,44.43,7.55,21.76
2025-10-10 20:00:00,68,157.7,75.85,106.5,160.95,154.76,153.79,64.89,150.91
2025-10-10 21:00:00,69,57.37,34.85,45.38,708.4,582,137.2,41,55.94
2025-10-10 22:00:00,70,211.12,280.5,57.4,54.11,349.8,40.15,193.2,126.87
2025-10-10 23:00:00,71,203.73,30.17,114.96,37.78,441.25,79.55,436.75,118.21
2025-10-11 00:00:00,72,46.11,33.49,79.48,1794,46.24,711.2,63.21,62
2025-10-11 01:00:00,73,107.41,134.43,130.17,1192.67,44.91,31.02,81.2,11.73
2025-10-11 02:00:00,74,240.71,24.65,22.78,23,353.4,27.84,502,63.43
2025-10-11 03:00:00,75,170.67,59.27,27.86,23.27,181.37,119.36,136.91,172.1
2025-10-11 04:00:00,76,10.73,53.14,48.72,25.62,18.67,44.33,106.87,261.08
2025-10-11 05:00:00,77,63.17,130.82,96.27,150.25,359.78,75.5,712,213.25
2025-10-11 06:00:00,78,169.6,85.93,222.93,105.54,1154.67,317.09,3596,168.4
2025-10-11 07:00:00,79,153,703.6,350.6,129.3,200.5,50.97,76.8,1192
2025-10-11 08:00:00,80,1188,186.31,276.83,198.93,712,251.38,108.23,187.67
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
