,Start Time:,2025-10-09 07:00:00, End Time:,2025-10-11 09:00:00, Normalization:,None,,,
Time Stamps:,Linear Time:,M8,M3,F8,F4,M4,F2,F7,M5
2025-10-09 07:00:00,31,4,4.96,4.89,8,4.62,6,5.38,3.83
2025-10-09 08:00:00,32,5.26,5.83,12.62,4.8,7.14,0,8,9
2025-10-09 09:00:00,33,6.93,8.74,4.4,4.17,6.92,5.76,0,7.76
2025-10-09 10:00:00,34,6,5.62,6.94,7.75,4.52,3.67,4.13,5.2
2025-10-09 11:00:00,35,6.86,5.57,4.63,4.95,8.8,3.85,5.09,7.08
2025-10-09 12:00:00,36,6,5.44,7.92,6.91,5.73,5.69,6.4,4.92
2025-10-09 13:00:00,37,5.72,6,3.05,5.33,8,5.73,6,7.19
2025-10-09 14:00:00,38,5.2,9.05,6.31,7.69,5.29,8.26,4,4
2025-10-09 15:00:00,39,4.17,5.74,5.48,5.91,8.32,8.05,5.83,5.72
2025-10-09 16:00:00,40,6.11,5.67,6.91,4.52,6.24,7.45,5.57,7.21
2025-10-09 17:00:00,41,5.86,5.19,6,6.05,5.52,8.91,3.33,7.44
2025-10-09 18:00:00,42,5.39,4.93,5.35,4.7,6.4,6.72,4.14,5.16
2025-10-09 19:00:00,43,3.33,7.71,4.71,6.55,7.47,4.82,7.33,5.48
2025-10-09 20:00:00,44,8.24,8.92,6.62,2,7.65,7.27,7,6.5
2025-10-09 21:00:00,45,5.41,5.82,3.14,5.71,4.39,6.33,5.5,4.52
2025-10-09 22:00:00,46,5.6,8.44,8,2,5.12,0,0,5.5
2025-10-09 23:00:00,47,6.06,6.5,4.67,3.5,4,6.2,8,4
2025-10-10 00:00:00,48,4.53,10.82,5.62,2,4.52,4.81,5.9,4.59
2025-10-10 01:00:00,49,6.5,6.4,5.71,5.17,6.09,6,5.27,6.24
2025-10-10 02:00:00,50,7.93,6.54,6.31,5.62,4.93,7.28,2,6
2025-10-10 03:00:00,51,8.6,5.43,7.67,2.67,6.88,5.75,4,5.08
2025-10-10 04:00:00,52,5.19,6.9,6,5.2,4,4,4,6
2025-10-10 05:00:00,53,7.71,9.43,6,4.33,11.33,4.25,4,4.87
2025-10-10 06:00:00,54,9.75,3.87,6.73,14,4.67,9.9,6,7.76
2025-10-10 07:00:00,55,6,5.6,5.67,0,5.13,11,8,8.96
2025-10-10 08:00:00,56,5.56,4,3.67,2,7.22,5.33,6.56,6.86
2025-10-10 09:00:00,57,5.39,6.51,4.65,5.7,5.64,6.41,5.7,5.05
2025-10-10 10:00:00,58,6.8,14.12,3.37,6.48,8.75,6.71,4.53,7.17
2025-10-10 11:00:00,59,4.8,5.07,7.31,3.58,6.7,7.25,3.85,6.72
2025-10-10 12:00:00,60,10,7.74,5.42,6.32,4.33,3.53,2.8,3.92
2025-10-10 13:00:00,61,6.24,6.32,6.91,6.59,5.27,9.92,4.78,4.41
2025-10-10 14:00:00,62,8.52,6.82,5.82,5.93,11.73,8.15,10,6
2025-10-10 15:00:00,63,4.77,8.87,7.15,5.92,7,5.26,6.42,5.78
2025-10-10 16:00:00,64,5.57,7.4,4.29,5.71,9.33,6.59,3.5,7.12
2025-10-10 17:00:00,65,4.45,5.74,5.2,5.16,6.13,5.37,7,6.86
2025-10-10 18:00:00,66,5.6,6.53,3.33,6.35,9.87,5.55,2.43,5.47
2025-10-10 19:00:00,67,5.62,5.78,5,4.97,6.5,6.05,4.62,7.37
2025-10-10 20:00:00,68,7.46,3.67,3,4.5,6.77,5.6,2,5.9
2025-10-10 21:00:00,69,5.7,5.07,11,5.02,7.44,5.6,3.6,6.55
2025-10-10 22:00:00,70,6.95,4.97,3.5,3.5,6.79,4,5.2,4.06
2025-10-10 23:00:00,71,6.88,7.89,4,4.4,11.57,3.5,3.6,5.63
2025-10-11 00:00:00,72,5.32,8.2,3.92,6.44,6.91,6.8,0,6.29
2025-10-11 01:00:00,73,8.1,5.52,3.48,4.67,3.45,3.69,4,7.24
2025-10-11 02:00:00,74,6.67,6,2,5.52,3.67,5.74,0,6.68
2025-10-11 03:00:00,75,7.45,6.28,2,7.53,4.86,6.23,6.33,7.33
2025-10-11 04:00:00,76,5.87,6.21,5.33,4.96,5.26,6.31,4.88,6.2
2025-10-11 05:00:00,77,5.67,7.62,0,6.87,7.42,5.22,5.33,6.67
2025-10-11 06:00:00,78,6.36,4,2.5,7.8,6.22,6.18,4.67,5.24
2025-10-11 07:00:00,79,5.9,6.12,2,5,4.1,6.56,8.18,6.76
2025-10-11 08:00:00,80,5.26,2.8,5,8.8,10.48,6.45,6.14,3.82
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
