,Start Time:,2025-10-09 07:00:00, End Time:,2025-10-11 09:00:00, Normalization:,None,,,
Time Stamps:,Linear Time:,F1,M1,M2,M6,F5,M7,F3,F6
2025-10-09 07:00:00,31,26.51,33,4.33,111.4,22.58,22.29,3.33,7.47
2025-10-09 08:00:00,32,21.11,23.68,24.1,45.46,9.86,35.2,5.5,0
2025-10-09 09:00:00,33,3.2,34.03,56.83,9.7,39.12,43.8,7.33,5.16
2025-10-09 10:00:00,34,5.11,32,50.4,13.41,43,38.92,5.2,37.56
2025-10-09 11:00:00,35,40.97,55.41,36.44,11.43,50.83,59.22,36.25,22.67
2025-10-09 12:00:00,36,33.19,37.36,55.82,11.18,48.16,46.52,38.38,24.85
2025-10-09 13:00:00,37,48.1,45.18,70.37,8.84,52.71,55.81,49.79,16.8
2025-10-09 14:00:00,38,31.51,24.71,37.95,12.47,41.73,64.92,22.96,67.26
2025-10-09 15:00:00,39,39.38,41.53,51.33,10.89,57.92,45.33,48.88,38.56
2025-10-09 16:00:00,40,38.81,39.77,61.77,8.24,51.67,50.29,40.88,30.31
2025-10-09 17:00:00,41,40.58,33.82,44.18,8.16,46.44,51.33,34.79,22.31
2025-10-09 18:00:00,42,38.35,38.64,47.81,10.05,62.17,53.95,49.19,54.23
2025-10-09 19:00:00,43,35.91,32.86,41.96,8.62,41.2,31.51,28.28,30.26
2025-10-09 20:00:00,44,20.55,17.82,15.5,33.9,6,44.31,16.15,8
2025-10-09 21:00:00,45,19.93,50.42,21.48,22.83,2,0,3.5,13.12
2025-10-09 22:00:00,46,33.27,28.27,33.82,9.32,2,0,2,7
2025-10-09 23:00:00,47,4,22.33,43.75,23.28,4,6,3.33,58
2025-10-10 00:00:00,48,4,24.96,29,16.05,18.83,10.25,18.71,26.61
2025-10-10 01:00:00,49,0,8.29,25.28,12.75,21,24.06,14.31,30.7
2025-10-10 02:00:00,50,2,17.2,8.7,25.1,29.39,21.39,17.3,9
2025-10-10 03:00:00,51,6,11.93,24.39,10.52,51.04,2.75,2,36.32
2025-10-10 04:00:00,52,2,17.37,6.43,34.14,21,28.33,28.52,5.2
2025-10-10 05:00:00,53,4,5.5,22.64,27.02,23.84,15.53,16.57,6.31
2025-10-10 06:00:00,54,2,19.24,8.67,47.12,4.17,5.33,6,3.33
2025-10-10 07:00:00,55,5.72,4,3.5,43.2,2.67,11.11,2,4.4
2025-10-10 08:00:00,56,21.13,26.62,34.67,105.71,7,42.67,15.15,17.5
2025-10-10 09:00:00,57,18.83,35.89,34,40.5,34.46,38.16,52.33,48.8
2025-10-10 10:00:00,58,39.09,44.98,40.74,40.4,63.87,54.77,45.14,66.32
2025-10-10 11:00:00,59,47.6,40.25,58.58,57.86,54.55,62.05,43.71,25.2
2025-10-10 12:00:00,60,31.46,44.26,27.23,55.87,44,52.51,39.1,58.61
2025-10-10 13:00:00,61,38.79,59.35,64.36,42.68,55.1,57.02,42.44,26
2025-10-10 14:00:00,62,24.62,52.67,38.62,82.36,43,40.16,29.5,43.94
2025-10-10 15:00:00,63,42.96,62.36,52.67,52.48,40.69,60.96,30.47,96.71
2025-10-10 16:00:00,64,44.22,50.58,40.03,40.86,65.72,51.22,137.58,80.06
2025-10-10 17:00:00,65,26.49,38.48,37.92,48.93,71.45,46.3,44.9,46.93
2025-10-10 18:00:00,66,26.99,43.57,46.63,30.97,56.29,54.23,41.46,66.34
2025-10-10 19:00:00,67,36.19,45.66,38,44.19,36.88,42.15,132.72,42.27
2025-10-10 20:00:00,68,16.67,20.38,27.1,20.75,15.82,37.29,17.95,8.31
2025-10-10 21:00:00,69,26.38,34.72,26.3,0,10,28.88,26.21,38.11
2025-10-10 22:00:00,70,11.8,24,22.37,36.05,4,32.61,30.42,22.25
2025-10-10 23:00:00,71,24.62,25.54,18.75,39.39,3.2,17.24,6.29,6.89
2025-10-11 00:00:00,72,30.43,18.68,28.45,0,43.68,2,19.52,35.72
2025-10-11 01:00:00,73,15.31,23.09,22.2,2,34.12,30.68,22.89,31.92
2025-10-11 02:00:00,74,4.36,19.67,22.14,43.17,2,18.89,12,36.24
2025-10-11 03:00:00,75,46,10.26,18.11,48.58,49,9.75,9.74,3.85
2025-10-11 04:00:00,76,36.72,21.53,24.13,42.04,28.42,29.71,6.17,6.89
2025-10-11 05:00:00,77,29.19,30.62,17.15,51.58,19.82,25.35,6.67,8.31
2025-10-11 06:00:00,78,2.4,18.05,6,36.67,7.71,2.67,0,5.89
2025-10-11 07:00:00,79,7.64,0,2.8,24.12,24.6,32.55,11.57,8
2025-10-11 08:00:00,80,20,77.29,20.4,32,4,30,11.14,7.2
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
