,Start Time:,2025-10-10 08:00:00, End Time:,2025-10-10 13:15:00, Normalization:,None,,,
Time Stamps:,Linear Time:,M8,M3,F8,F4,M4,F2,F7,M5
2025-10-10 08:00:00,56,56,56,56,56,56,56,56,56
2025-10-10 08:01:00,56.02,56,56,56,56,22,56,56,56
2025-10-10 08:02:00,56.03,56,56,56,56,56,56,56,56
2025-10-10 08:03:00,56.05,56,56,56,56,44,56,56,56
2025-10-10 08:04:00,56.07,12,56,56,56,14,56,56,56
2025-10-10 08:05:00,56.08,56,14,56,56,10.67,56,56,56
2025-10-10 08:06:00,56.1,56,56,56,40,56,56,56,56
2025-10-10 08:07:00,56.12,56,56,56,52,13,56,56,56
2025-10-10 08:08:00,56.13,56,56,56,56,56,19,23,56
2025-10-10 08:09:00,56.15,56,56,56,56,23,56,56,11
2025-10-10 08:10:00,56.17,56,56,56,56,15,56,56,56
2025-10-10 08:11:00,56.18,56,56,56,56,26,56,56,56
2025-10-10 08:12:00,56.2,56,56,56,56,56,25,56,56
2025-10-10 08:13:00,56.22,56,56,56,56,56,22,56,56
2025-10-10 08:14:00,56.23,56,56,56,56,23,40,56,56
2025-10-10 08:15:00,56.25,56,56,56,56,56,23,56,56
2025-10-10 08:16:00,56.27,56,26,25,56,56,21,56,56
2025-10-10 08:17:00,56.28,25,56,56,56,56,24,56,56
2025-10-10 08:18:00,56.3,56,56,56,56,16,44,56,56
2025-10-10 08:19:00,56.32,56,56,56,56,24,56,23,56
2025-10-10 08:20:00,56.33,56,56,56,56,26,54,56,56
2025-10-10 08:21:00,56.35,56,56,56,56,48,56,56,56
2025-10-10 08:22:00,56.37,56,56,22,56,56,56,56,56
2025-10-10 08:23:00,56.38,56,56,25,56,56,56,56,56
2025-10-10 08:24:00,56.4,56,56,22,56,56,40,56,56
2025-10-10 08:25:00,56.42,26,56,56,56,56,56,56,56
2025-10-10 08:26:00,56.43,6.67,56,56,56,56,56,56,56
2025-10-10 08:27:00,56.45,54,25,56,56,42,56,56,56
2025-10-10 08:28:00,56.47,56,56,56,56,52,17,56,19
2025-10-10 08:29:00,56.48,25,56,56,56,56,56,25,22
2025-10-10 08:30:00,56.5,56,56,56,56,46,56,56,22
2025-10-10 08:31:00,56.52,56,56,56,56,23,56,50,56
2025-10-10 08:32:00,56.53,56,56,56,56,24,56,56,56
2025-10-10 08:33:00,56.55,56,56,42,56,25,8,19,56
2025-10-10 08:34:00,56.57,56,56,56,52,56,40,56,56
2025-10-10 08:35:00,56.58,50,56,56,50,38,20,56,56
2025-10-10 08:36:00,56.6,56,56,56,56,26,7,24,56
2025-10-10 08:37:00,56.62,56,20,56,56,40,48,56,56
2025-10-10 08:38:00,56.63,56,4,56,56,54,56,56,56
2025-10-10 08:39:00,56.65,56,11.33,56,56,52,5.33,56,56
2025-10-10 08:40:00,56.67,24,9.33,56,56,20,2,56,56
2025-10-10 08:41:00,56.68,56,22,56,56,54,24,44,56
2025-10-10 08:42:00,56.7,56,25,56,56,6,12,10.67,56
2025-10-10 08:43:00,56.72,56,13.33,56,56,48,0,48,56
2025-10-10 08:44:00,56.73,56,22,56,56,56,0,18,56
2025-10-10 08:45:00,56.75,56,25,56,56,56,0,0,56
2025-10-10 08:46:00,56.77,56,56,52,56,56,21,4,56
2025-10-10 08:47:00,56.78,56,46,56,56,56,23,0,56
2025-10-10 08:48:00,56.8,56,6,56,56,56,54,12,56
2025-10-10 08:49:00,56.82,56,0,56,56,56,56,0,56
2025-10-10 08:50:00,56.83,56,4,56,56,56,23,6,56
2025-10-10 08:51:00,56.85,56,2,56,56,56,21,0,22
2025-10-10 08:52:00,56.87,56,0,56,56,25,23,10,5.33
2025-10-10 08:53:00,56.88,56,0,21,56,14,18,2,12.67
2025-10-10 08:54:00,56.9,54,28,56,56,56,10,0,56
2025-10-10 08:55:00,56.92,30,16,56,56,56,6.67,0,56
2025-10-10 08:56:00,56.93,42,6,22,56,56,2,7.33,56
2025-10-10 08:57:00,56.95,0,0,56,56,56,0,22,56
2025-10-10 08:58:00,56.97,9,0,56,56,56,0,0,56
2025-10-10 08:59:00,56.98,0,28,25,22,56,0,2,9.33
2025-10-10 09:00:00,57,14,9,24,54,56,0,0,15
2025-10-10 09:01:00,57.02,0,0,24,56,56,7,2,20
2025-10-10 09:02:00,57.03,4,6,56,56,40,3.33,4,3
2025-10-10 09:03:00,57.05,12,0,56,21,56,13,4,8
2025-10-10 09:04:00,57.07,2,0,56,56,4,8,2,4
2025-10-10 09:05:00,57.08,0,12,56,56,4,0,5,0
2025-10-10 09:06:00,57.1,0,4,54,56,2,0,14,28
2025-10-10 09:07:00,57.12,2,38,38,56,0,0,2,14
2025-10-10 09:08:00,57.13,11,0,56,56,0,2,0,0
2025-10-10 09:09:00,57.15,6,0,56,56,0,0,6,0
2025-10-10 09:10:00,57.17,2,8,56,56,18,0,0,4
2025-10-10 09:11:00,57.18,0,0,25,56,56,0,9,0
2025-10-10 09:12:00,57.2,8,2,26,56,56,0,6,4
2025-10-10 09:13:00,57.22,8,0,56,54,56,0,4,0
2025-10-10 09:14:00,57.23,6,6,56,14,56,0,4,4
2025-10-10 09:15:00,57.25,10,0,56,56,17,0,4,0
2025-10-10 09:16:00,57.27,23,0,56,56,12,0,0,12
2025-10-10 09:17:00,57.28,20,14,56,56,0,0,8,4
2025-10-10 09:18:00,57.3,56,4,56,56,0,0,4,0
2025-10-10 09:19:00,57.32,56,2,56,56,8,0,0,0
2025-10-10 09:20:00,57.33,56,0,56,56,0,0,18,0
2025-10-10 09:21:00,57.35,56,0,56,56,4,12,10,0
2025-10-10 09:22:00,57.37,56,0,56,56,10,0,0,0
2025-10-10 09:23:00,57.38,10,0,56,22,0,0,0,7
2025-10-10 09:24:00,57.4,9,4,23,56,8,0,4,6
2025-10-10 09:25:00,57.42,24,24,56,56,23,0,0,10
2025-10-10 09:26:00,57.43,2,4,19,56,16,0,6,0
2025-10-10 09:27:00,57.45,2,25,56,56,0,0,0,2
2025-10-10 09:28:00,57.47,0,56,56,8,0,0,0,0
2025-10-10 09:29:00,57.48,18,14,56,56,4,0,0,0
2025-10-10 09:30:00,57.5,2,52,56,56,0,0,12,18
2025-10-10 09:31:00,57.52,4,18,44,56,0,2,0,0
2025-10-10 09:32:00,57.53,0,6,42,56,2,0,2,0
2025-10-10 09:33:00,57.55,6,6,24,56,56,0,0,16
2025-10-10 09:34:00,57.57,56,0,56,56,56,0,0,6
2025-10-10 09:35:00,57.58,4,0,24,56,56,0,8,22
2025-10-10 09:36:00,57.6,0,2,24,25,56,2,0,56
2025-10-10 09:37:00,57.62,2,4,10.67,56,56,0,34,56
