,Start Time: ,2025-10-09 07:00:00, End Time:,2025-10-11 09:00:00,,,,
Mouse IDs: ,M8,M3,F8,F4,M4,F2,F7,M5
2025-10-09 07:00:00,0.86,3.52,5.99,6,0,6,4.73,0.97
2025-10-09 07:01:00,5.23,3.91,6,6,0,6,4.88,0.32
2025-10-09 07:02:00,3.82,3.93,6,5.3,3.48,5.97,4.33,0
2025-10-09 07:03:00,3.08,5.64,6,6,5,6,5.87,0.13
2025-10-09 07:04:00,3.77,5.51,6,5.99,5.59,6,6,0
2025-10-09 07:05:00,3.37,5.85,6,6,4.83,6,6,0.16
2025-10-09 07:06:00,3.58,6,6,5.47,4.88,6,6,0
2025-10-09 07:07:00,2.76,6,4.89,5.91,5.55,5.97,4.74,0
2025-10-09 07:08:00,4.81,5.88,6,5.87,4.16,6,3.92,0
2025-10-09 07:09:00,3.62,6,5.24,6,5.53,6,5.68,2.34
2025-10-09 07:10:00,3.45,6,6,6,5,6,4.78,0
2025-10-09 07:11:00,5.37,5.28,5.76,6,3.42,6,5.65,0.06
2025-10-09 07:12:00,5.9,0.52,6,6,2.1,6,5.43,0.43
2025-10-09 07:13:00,5.63,0.43,6,5.78,5.34,6,6,0.6
2025-10-09 07:14:00,3.56,0,6,2.97,1.63,6,5.92,0.07
2025-10-09 07:15:00,2.93,0.06,2.55,4.2,1.04,5.41,5.86,0.32
2025-10-09 07:16:00,5.51,0,4.89,6,0.61,6,6,0.45
2025-10-09 07:17:00,4.95,0.15,4.96,5.96,0.9,6,5.99,0.92
2025-10-09 07:18:00,5.91,0,3.3,5.94,1.65,6,6,1.3
2025-10-09 07:19:00,4.88,0.47,3.75,5.9,0.25,6,5.95,2.4
2025-10-09 07:20:00,4.12,0,5.27,3.03,0.68,6,6,4.3
2025-10-09 07:21:00,4.82,1.02,5.6,3.76,2.53,6,5.14,0.65
2025-10-09 07:22:00,5.89,1.38,5.91,5.97,2.57,6,5.75,0.51
2025-10-09 07:23:00,1.08,0.37,6,5.92,1.55,5.81,5.74,0.26
2025-10-09 07:24:00,3.08,0,4.56,6,5.17,5.87,6,0.32
2025-10-09 07:25:00,5.41,0,6,6,5,5.39,5.82,0
2025-10-09 07:26:00,6,0,4.66,6,4.16,5.99,1.19,0.91
2025-10-09 07:27:00,4.29,0,6,6,5.73,5.99,0.48,0
2025-10-09 07:28:00,5.81,0,6,5.93,5.81,6,0.12,0.08
2025-10-09 07:29:00,4.33,0.43,6,5.59,5.73,6,0,0.2
2025-10-09 07:30:00,2.98,0.09,6,5.88,4.52,6,0.6,0.35
2025-10-09 07:31:00,3.9,0,5.91,4.21,4.49,6,0.08,1.05
2025-10-09 07:32:00,2.23,0.13,3.2,5.88,5.66,6,0.01,0
2025-10-09 07:33:00,1.01,0.24,3.79,6,5.24,6,0.32,0.16
