,Start Time:,2025-10-10 07:57:00, End Time:,2025-10-10 13:10:00, Normalization:,None,,,
Time Stamps:,Linear Time:,F1,M1,M2,M6,F5,M7,F3,F6
2025-10-10 07:57:00,55.95,0,0,0,56,0,0,0,0
2025-10-10 07:58:00,55.97,0,0,0,56,0,10,0,0
2025-10-10 07:59:00,55.98,0,0,0,56,0,18,0,0
2025-10-10 08:00:00,56,0,0,0,56,0,56,0,0
2025-10-10 08:01:00,56.02,8,0,0,19,0,11,0,0
2025-10-10 08:02:00,56.03,12,10,0,10,0,0,0,0
2025-10-10 08:03:00,56.05,0,0,16,18,4,0,0,0
2025-10-10 08:04:00,56.07,0,0,0,56,10,30,0,0
2025-10-10 08:05:00,56.08,0,0,0,25,0,4,24,0
2025-10-10 08:06:00,56.1,2,0,0,56,0,0,0,30
2025-10-10 08:07:00,56.12,10,0,0,56,0,0,0,0
2025-10-10 08:08:00,56.13,0,0,0,56,0,0,0,0
2025-10-10 08:09:00,56.15,0,0,0,56,0,0,0,0
2025-10-10 08:10:00,56.17,0,0,0,56,0,0,0,0
2025-10-10 08:11:00,56.18,0,0,0,56,0,0,0,0
2025-10-10 08:12:00,56.2,0,0,0,56,0,2,0,0
2025-10-10 08:13:00,56.22,0,0,0,32,0,0,0,0
2025-10-10 08:14:00,56.23,2,6,0,0,0,4,0,0
2025-10-10 08:15:00,56.25,0,0,0,0,0,0,0,0
2025-10-10 08:16:00,56.27,0,0,0,0,0,0,0,0
2025-10-10 08:17:00,56.28,0,0,0,0,0,2,0,0
2025-10-10 08:18:00,56.3,0,0,0,0,0,0,0,17
2025-10-10 08:19:00,56.32,0,0,0,0,0,2,0,28
2025-10-10 08:20:00,56.33,0,0,0,0,0,0,0,4
2025-10-10 08:21:00,56.35,0,0,0,0,0,0,0,2
2025-10-10 08:22:00,56.37,0,0,0,0,0,0,2,0
2025-10-10 08:23:00,56.38,0,0,0,0,0,0,0,0
2025-10-10 08:24:00,56.4,3,0,0,0,0,3,8,0
2025-10-10 08:25:00,56.42,0,0,0,0,0,0,0,0
2025-10-10 08:26:00,56.43,0,0,2,0,0,16,0,6
