	dmso	drug
0	533.7142857142857	433.35714285714283
1	388.7857142857143	817.8571428571429
2	402.64285714285717	490.64285714285717
3	551.6428571428571	220.5
4	377.5	257.0
5	1517.0	608.8571428571429
6	449.2857142857143	1007.0
7	1336.357142857143	572.4285714285714
8	433.64285714285717	837.2857142857143
9	626.7857142857143	577.0
10	349.7857142857143	354.64285714285717
11	1212.5	824.4285714285714
12	274.07142857142856	1001.7142857142857
13		231.71428571428572
14		738.0
15		1061.2142857142858
16		480.5
17		629.0
18		915.6428571428571
19		631.6428571428571
20		1093.2142857142858
21		798.1428571428571
