	dmso	drug
0	159.83333333333334	123.86904761904762
1	436.92857142857144	81.78571428571429
2	182.35714285714286	260.5952380952381
3	16.928571428571427	113.46428571428571
4	240.1547619047619	266.6309523809524
5	129.45238095238096	124.53571428571429
6	257.25	51.98809523809524
7	109.88095238095238	88.70238095238095
8	224.64285714285714	147.53571428571428
9	81.79761904761905	241.89285714285714
10	133.71428571428572	185.79761904761904
11	240.70238095238096	159.57142857142858
12		185.25
13		404.35714285714283
14		194.48809523809524
15		321.3095238095238
16		328.7738095238095
17		494.5833333333333
18		195.42857142857142
19		237.0595238095238
20		168.54761904761904
21		209.95238095238096
