	dmso	drug
0	93.06738544474393	57.77088948787062
1	195.79514824797843	58.25067385444744
2	189.78706199460916	137.1455525606469
3	84.76819407008087	55.40431266846361
4	169.7978436657682	149.52830188679246
5	99.26954177897574	54.7277628032345
6	102.78706199460916	43.509433962264154
7	78.45822102425876	96.91374663072776
8	119.53638814016172	58.3611859838275
9	39.509433962264154	152.3045822102426
10	125.37735849056604	152.77628032345012
11	176.6711590296496	98.23719676549865
12		149.90835579514825
13		223.49865229110512
14		136.3746630727763
15		175.83827493261455
16		178.02156334231805
17		279.1212938005391
18		74.95687331536388
19		155.78706199460916
20		99.2021563342318
21		93.35849056603773
