,Start Time: ,2025-10-16 08:00:00, End Time:,2025-10-18 08:00:00,,,,
Mouse IDs: ,M8,M3,F8,F4,M4,F2,F7,M5
2025-10-16 08:00:00,6,5.84,4.85,5.82,4.9,5.67,4.89,5.52
2025-10-16 08:01:00,5.76,5.79,5.89,5.89,5.08,5.93,4.96,5.68
2025-10-16 08:02:00,5.9,5.8,5.98,4.81,5.42,5.66,4.1,3.9
2025-10-16 08:03:00,4.79,5.6,2.5,2.51,5.37,5.23,4.19,4.99
2025-10-16 08:04:00,4.76,5.6,4.63,4.86,4.21,3.22,4.74,4.06
2025-10-16 08:05:00,5.07,5.87,3.47,2.29,5.46,2.13,4.82,4.49
2025-10-16 08:06:00,5.88,5.04,3.24,3.12,5.41,0.97,2.25,5.19
2025-10-16 08:07:00,5.84,5.69,5.24,3.08,3.63,5.71,5,3.96
2025-10-16 08:08:00,5.88,5.97,3.39,4.8,0.69,4.71,3.81,5.93
2025-10-16 08:09:00,5.01,5.78,4.81,5.33,0.83,5.54,1.68,4.68
2025-10-16 08:10:00,4.92,5.23,3.74,4.99,4.8,4.23,1.09,5.96
2025-10-16 08:11:00,5.71,5.32,4.19,4.15,5.71,2.94,0.19,5.99
2025-10-16 08:12:00,5.8,4.96,3.17,4.92,5.56,5.38,0.15,5.84
2025-10-16 08:13:00,5.96,5.92,4.74,6,4.88,5.82,0.02,5.19
2025-10-16 08:14:00,2.94,5.89,5.5,5.27,4.06,5.87,2.59,1.53
2025-10-16 08:15:00,3.21,5.54,5.31,5.88,5.73,4.48,1.57,2.34
2025-10-16 08:16:00,5.08,6,4.94,6,5.95,3.82,3.31,2.66
2025-10-16 08:17:00,5.03,4.77,3.89,4.79,6,5.57,5.75,2.33
2025-10-16 08:18:00,5.56,5.63,3.91,6,5.93,5.16,2.57,1.26
2025-10-16 08:19:00,5.57,5.95,3.28,5.85,5.44,5.7,1.56,1.13
2025-10-16 08:20:00,5.83,5.99,4.6,5.76,5.89,4.26,0.91,2.21
2025-10-16 08:21:00,5.78,5.99,3.8,4.46,5.99,2.63,0.72,0
2025-10-16 08:22:00,5.48,5.99,4.96,4.47,6,2.09,0.51,0
2025-10-16 08:23:00,4.92,5.92,2.55,4.47,2.99,0,0,0.09
2025-10-16 08:24:00,2.06,6,5.32,5.01,5.7,0.84,0.08,0
2025-10-16 08:25:00,5.45,5.7,5.66,5,4.04,0.59,0,0
2025-10-16 08:26:00,5.11,6,4.9,4.96,5.94,0.28,0.29,0
2025-10-16 08:27:00,5.86,5.49,3.94,5.6,6,0.91,0,0.5
2025-10-16 08:28:00,5.74,6,1.98,6,4.08,0.83,0.05,0.61
2025-10-16 08:29:00,5.89,5.08,4.15,4.47,5.77,0.18,0.06,0
2025-10-16 08:30:00,5.79,4.96,4.32,4.98,4.84,0,0.14,0
2025-10-16 08:31:00,5.32,3.7,3.08,5,5.65,0.21,1.09,0.19
2025-10-16 08:32:00,5.83,4.06,4.36,5.09,3.69,0.4,0,0.04
2025-10-16 08:33:00,4.43,5.85,4.48,4.67,3.25,1.39,0.03,0
2025-10-16 08:34:00,6,3.92,5.18,3.38,3.36,2.27,0,0
2025-10-16 08:35:00,4.47,2.76,3.23,5.95,4.18,2.47,0,0
2025-10-16 08:36:00,4.74,2.4,5.69,4.7,5.16,0.67,0.19,0.2
2025-10-16 08:37:00,5.13,3.13,5.45,4.43,5.53,0.26,0,0.18
2025-10-16 08:38:00,4.02,2.7,5.22,4.21,5.52,0.46,0,0.09
2025-10-16 08:39:00,4.32,3.77,4.71,3.07,5.13,0,0,0.05
2025-10-16 08:40:00,0.77,4,4.83,3.88,5.86,0,0.1,0
2025-10-16 08:41:00,0.93,2.87,4.93,4.74,5.97,0.69,0.03,0
2025-10-16 08:42:00,2.55,0.08,4.84,3.75,5.89,0,0.04,0
2025-10-16 08:43:00,0.1,0.67,4.6,5.45,3.39,0.13,0,0
2025-10-16 08:44:00,1.47,0,5.53,3.95,1.06,0.22,0,0
2025-10-16 08:45:00,0,0.72,4.75,1.14,0,0.97,0,0
2025-10-16 08:46:00,0.76,0.87,4.98,0.15,0,0.21,0.05,0
2025-10-16 08:47:00,0.65,0.07,3.07,0.45,1.04,0.81,0,0
2025-10-16 08:48:00,0,1.86,3.61,1.35,0.54,0.63,0,0.88
2025-10-16 08:49:00,1.73,0,0.64,0,0,0.1,0.51,3.44
2025-10-16 08:50:00,1.04,0,2.58,0,0,0.11,0.45,5.29
2025-10-16 08:51:00,0.51,0,5.63,0,2.2,0,0,3.01
2025-10-16 08:52:00,1.27,0.61,5.96,0,0,0.26,0.22,0.3
2025-10-16 08:53:00,0.09,0,5.76,0,0,0,0.08,0.81
2025-10-16 08:54:00,1.75,0.34,4.55,0.34,0.53,0,0,0.21
2025-10-16 08:55:00,1.71,0.25,5.93,0,0.56,0,0.97,0.21
2025-10-16 08:56:00,0.84,0,4.92,0,0,0.14,0,0
2025-10-16 08:57:00,0,0.27,4.77,1.08,0.58,0.32,0,0.19
2025-10-16 08:58:00,0.53,1.92,5.94,0,3.09,0.34,0.13,0.12
2025-10-16 08:59:00,0.34,0.52,4.43,0,4.33,0.04,0,0
2025-10-16 09:00:00,1.6,0,5.48,0.27,0.63,0.6,1.21,0.14
2025-10-16 09:01:00,0.29,0,5.47,0.75,0.35,0.26,0.42,0.42
2025-10-16 09:02:00,0.43,0,4.87,0,0,0.22,0,0.08
2025-10-16 09:03:00,0.05,0,5.19,0,0.52,0.49,0.12,0
2025-10-16 09:04:00,0.15,0.08,4.9,0,0.62,0,0.11,0
2025-10-16 09:05:00,0,0,4.99,0.15,0,0.07,1.57,0
2025-10-16 09:06:00,0.84,1.24,5.21,0,0.38,0.41,2.07,0
2025-10-16 09:07:00,0.66,1.49,5.02,0,0.11,0,3.84,0.02
2025-10-16 09:08:00,3.35,1.42,5.31,0,0.51,0.06,5.08,0.47
2025-10-16 09:09:00,2.56,0.13,5.52,1.16,0,0.14,4.98,0.19
2025-10-16 09:10:00,5.78,0.22,5.45,0,0,0.13,1.92,0
