,Start Time: ,2025-10-16 08:00:00, End Time:,2025-10-18 08:00:00,,,,
2025-10-16 11:28:00,5.18,0,0.18,0,1.4,3.42,0.88,0
2025-10-16 11:29:00,2.09,0.11,0,0,3.16,4.06,0.76,0.01
2025-10-16 11:30:00,1.25,0.11,0.65,0.83,5.76,4.71,0,1.57
2025-10-16 11:31:00,0.65,0.94,0.28,0.16,5.39,5.93,0.28,0
2025-10-16 11:32:00,0,0.84,0.02,0,3.66,4.97,0,0
2025-10-16 11:33:00,0.22,0.52,0.49,1.29,1.58,4.47,0,0
2025-10-16 11:34:00,0.24,0,0,0,4.96,0,0,0
2025-10-16 11:35:00,0.26,0,0,0,4.47,0.36,2.65,0
2025-10-16 11:36:00,0,0,1.72,0,3.45,2.4,4.58,2.87
2025-10-16 11:37:00,1.27,0,0.12,0,5.24,5.35,3.32,0.96
2025-10-16 11:38:00,0.09,0,0,0,5.79,5.38,2.35,2.8
2025-10-16 11:39:00,0.14,0.59,0.78,0.77,5.62,5.94,0.35,2.37
2025-10-16 11:40:00,0,0,0,0,5.64,5.61,0.06,3.39
2025-10-16 11:41:00,0.18,0,0,0,5.59,4.39,0,4.42
2025-10-16 11:42:00,0.07,0.55,0,0.27,5.92,2.8,0,1.65
2025-10-16 11:43:00,0.17,0.33,0.75,0,2.36,1.22,0,2.54
2025-10-16 11:44:00,0,0.18,0,0,0.07,0.38,0.11,3.22
2025-10-16 11:45:00,0,2.41,0,1.08,0,0.91,0,4.19
2025-10-16 11:46:00,0.32,0.66,0,0,0,0.85,0.22,3.37
2025-10-16 11:47:00,0,0,3.27,0.37,0.38,3.56,0.25,4.56
2025-10-16 11:48:00,0.69,0,1.83,0,0.71,1.82,2.15,3.36
2025-10-16 11:49:00,0.04,0.21,0.61,0.13,0,0.89,0.18,3.08
2025-10-16 11:50:00,0,0,0.28,0,0,0.03,0,3.78
2025-10-16 11:51:00,0,0.09,1.06,2.39,0,0,0,4.3
2025-10-16 11:52:00,0.13,4.46,0.14,2.7,0,0.1,0.09,3.77
2025-10-16 11:53:00,0.06,3.21,0,0,0.17,0,0,1.27
2025-10-16 11:54:00,0,1.48,0.21,0,0,0,0.1,0.44
2025-10-16 11:55:00,0,2.88,0,0.88,0,0,0,1.01
2025-10-16 11:56:00,0.11,5.7,0.13,0.41,0,0.16,0.28,0.34
2025-10-16 11:57:00,0.15,3.61,0.24,0.06,0,0.11,0,0
2025-10-16 11:58:00,0,2.28,0,0.71,0,0,0.06,0
2025-10-16 11:59:00,0.11,1.16,0,0.67,0.91,0.71,0.07,0
2025-10-16 12:00:00,0.29,0,0,1.21,0,0,0.09,1.05
2025-10-16 12:01:00,0,0,0.46,2.22,0,0.47,0,0
2025-10-16 12:02:00,0.04,0,1.18,1.54,0,0,0.13,0
2025-10-16 12:03:00,0.71,0,0,0.94,0,0,0.16,0
2025-10-16 12:04:00,0.69,0.6,0.45,0,0,0.02,0.24,0
2025-10-16 12:05:00,3.8,0.14,2.55,0,0,0,0.42,0
2025-10-16 12:06:00,3.21,0.01,0.91,1.56,0,0.28,1.01,0.5
2025-10-16 12:07:00,5.7,1.13,3.87,1.09,0,0.22,0,0.12
2025-10-16 12:08:00,5.83,0,5.06,0,0,0.07,3.12,0
2025-10-16 12:09:00,5.09,0,5.12,0,0,0.26,0.66,0
2025-10-16 12:10:00,2.69,0.06,4.95,0,0,0,2.16,0
2025-10-16 12:11:00,2.47,0,6,3.2,0,0,1.44,0
2025-10-16 12:12:00,2.66,0,5.33,1.5,0,0.47,1.92,0
2025-10-16 12:13:00,2.1,0,5.73,3.51,0,0,2.07,0
2025-10-16 12:14:00,1.85,0,5.52,5.2,0.6,0.65,4.24,0.52
2025-10-16 12:15:00,3.6,0.37,5.53,0.36,0.49,0,5.67,0.18
2025-10-16 12:16:00,0.72,0.2,5.77,0.18,1.22,0,4.8,0
2025-10-16 12:17:00,1.9,0,5.92,0,0,0,4.32,0
2025-10-16 12:18:00,3.97,0,5.87,0.46,0.53,0,3.05,0.15
2025-10-16 12:19:00,1.77,0.81,6,0,0,0,4.03,0.27
2025-10-16 12:20:00,0.83,1.55,5.83,0,0,0.33,4.65,0.31
2025-10-16 12:21:00,1.34,0,5.9,0,0,0,3.45,0.55
2025-10-16 12:22:00,1.24,0,5.61,2.98,0.28,0.66,3.35,0
2025-10-16 12:23:00,1.58,0,3.48,0,0,0.03,5.74,0
2025-10-16 12:24:00,1.43,0,5.15,0,0,0,2.58,0
2025-10-16 12:25:00,2.39,0.42,2.97,0,0,0.14,5.15,0.56
2025-10-16 12:26:00,0.68,0.62,4.34,0.21,1.78,1.15,2.06,1.91
2025-10-16 12:27:00,0,0,6,0.51,3.1,0,1.86,0.47
2025-10-16 12:28:00,0.11,0.16,5.61,0.74,3.11,0.05,1.54,0
2025-10-16 12:29:00,1.46,0.43,5.68,0.25,2.7,0.2,0.78,0
2025-10-16 12:30:00,0,0.72,5.66,0.12,0.52,0.11,0.91,1.93
2025-10-16 12:31:00,0.1,0,5.26,0,0.83,0.21,1.32,0.22
2025-10-16 12:32:00,0,0.42,5.82,0,1.29,0,3.26,0
2025-10-16 12:33:00,0,1.21,5.39,0.27,0,0.08,2.05,0
2025-10-16 12:34:00,0,0,5.71,0,4.1,0,2.24,0.33
2025-10-16 12:35:00,0,0,5.24,0.09,2.18,0.21,3.21,0.31
2025-10-16 12:36:00,0,0,4.97,0,0.44,0,1.2,0
2025-10-16 12:37:00,0,0,0.25,0,0,0,0.43,0.41
2025-10-16 12:38:00,0.07,0,1.08,0,0,0,1.74,0.63
2025-10-16 12:39:00,0,1.52,1.16,0,0.16,1.07,0.84,0.36
2025-10-16 12:40:00,0,1.72,0.3,0.39,0.13,1.88,0.1,0.25
2025-10-16 12:41:00,0.37,1.62,0,0.19,0,1.69,0.36,0
2025-10-16 12:42:00,1.68,2.26,0.86,0.28,0.61,3.44,0,0.31
2025-10-16 12:43:00,0,4.02,0.68,0,0.42,1.06,0,0.06
2025-10-16 12:44:00,0,3.36,0.46,1.34,0,0,0,0.86
2025-10-16 12:45:00,0.06,2.13,1.67,0.19,0.27,0.14,0.03,0.82
2025-10-16 12:46:00,0,3.84,2.22,0.8,0.42,0,0.06,0.22
2025-10-16 12:47:00,0,3.34,0.2,0,0.55,0.36,0,0
2025-10-16 12:48:00,0.11,4.35,0.55,0.14,0,0,0,0.08
2025-10-16 12:49:00,0.34,2.96,0,1.44,0,0.39,0.04,0
2025-10-16 12:50:00,0.26,4.37,0,0,0,0.08,0.01,0.19
2025-10-16 12:51:00,0,3.61,0,0,0,0.15,0.16,0
2025-10-16 12:52:00,0,1.98,0.18,1.4,0,0.34,0.31,0.47
2025-10-16 12:53:00,0.11,3.09,0.37,0,0,0.19,0.59,0.13
2025-10-16 12:54:00,0.06,2.56,0,0,0,0,0,0.11
2025-10-16 12:55:00,0.06,1.28,0.52,0,0.74,0,0,0
2025-10-16 12:56:00,0,2.62,0,3.07,0,0.16,0.4,0.36
2025-10-16 12:57:00,0,5.05,0.85,1.47,0,0,0,0.19
2025-10-16 12:58:00,0.15,3.56,0.59,5.64,0,0.2,0,1.52
2025-10-16 12:59:00,0.11,4.13,1.51,4.19,0,1.06,0,2.68
2025-10-16 13:00:00,0.1,3.92,2.65,3.99,0,0.73,0,3.13
2025-10-16 13:01:00,0.12,5.97,4.44,5.26,0.55,0.28,0,1.5
2025-10-16 13:02:00,0,5.48,0.16,2.76,1.94,0,0,1.87
2025-10-16 13:03:00,0.73,1.39,0,5.69,1.11,0.14,0.67,2.02
2025-10-16 13:04:00,0.4,4.48,0.13,5.71,1.63,1.36,0.18,3.61
2025-10-16 13:05:00,0,5.31,0,5.56,0.07,3.05,0.27,3.86
2025-10-16 13:06:00,0,5.47,0,5.85,0.11,4.07,0,4.37
2025-10-16 13:07:00,0.15,4.39,0.35,5.76,0,3.65,2.1,4.95
2025-10-16 13:08:00,0,3.94,1.39,5.44,0,5.9,0.32,3.25
2025-10-16 13:09:00,0.12,4.9,0,5.64,0.07,0.79,0,2.69
2025-10-16 13:10:00,0.44,2.81,0,4.14,0,0,0,2.47
2025-10-16 13:11:00,0.23,3.18,0.54,4.68,0.04,0,0,1.35
2025-10-16 13:12:00,0.59,5.72,0,5.64,0,0,0.09,1.97
2025-10-16 13:13:00,0.33,5.14,0,5.48,0,0,0.16,2
2025-10-16 13:14:00,0.22,3.48,0.51,5.59,0,0.38,0.23,2.66
2025-10-16 13:15:00,0,4.31,0.04,2.96,0,0.34,0.05,2.92
2025-10-16 13:16:00,0.17,3.83,0.51,4.08,0.64,0,0.24,4.46
2025-10-16 13:17:00,0.06,1.48,1.2,4.02,0.59,0,0.12,2.8
2025-10-16 13:18:00,0.02,1.89,1.88,4.74,0.21,0,0,3.32
2025-10-16 13:19:00,0.66,1.88,1.86,5.7,0,0,0,1.72
2025-10-16 13:20:00,0.38,2.96,1.05,5.94,4.32,0.34,0.74,0.28
2025-10-16 13:21:00,0,5.39,1.25,4.85,1.76,0.35,0,0.2
2025-10-16 13:22:00,0.85,3.52,0,3.66,0.42,0.54,1.17,0.24
2025-10-16 13:23:00,0.05,0.96,0,4.6,1.21,0.23,3.15,0.05
2025-10-16 13:24:00,0.42,0.09,0,5.95,2.78,0.63,2.61,0.1
2025-10-16 13:25:00,0.56,0.7,0.79,5.91,3.74,0.83,3.04,1.32
2025-10-16 13:26:00,0.18,1.98,0,5.93,5.48,0.71,0.75,1.11
2025-10-16 13:27:00,0,0.69,0.1,5.73,3.47,0,2.39,0
2025-10-16 13:28:00,0.25,0,1.55,4.12,0.99,0.2,4.71,0.4
2025-10-16 13:29:00,0.74,0,0,1.82,0.59,0,3.25,0
2025-10-16 13:30:00,0.23,0,0.06,0.06,1.72,0.35,2.87,0
2025-10-16 13:31:00,1.04,0,0.46,3,1.91,0,1.22,0.13
2025-10-16 13:32:00,1.34,0.67,0.47,2.34,1.53,0.46,0.57,0.07
2025-10-16 13:33:00,1.27,0,0,0.63,0.9,0,3.08,0
2025-10-16 13:34:00,0.18,0.61,0.16,0,0.55,0,4.63,0
2025-10-16 13:35:00,2.66,0,0.85,0.29,0.23,0.28,5.48,0.54
2025-10-16 13:36:00,1.81,0,0,0,0.16,0,5.1,0
2025-10-16 13:37:00,2.11,1.04,0.58,0,0.28,0,3.59,0.07
2025-10-16 13:38:00,1.68,1.79,0,0,0.09,0,3.1,2.3
2025-10-16 13:39:00,4.3,0.23,0.24,0.63,0,0.35,1.26,0
2025-10-16 13:40:00,1.58,0,0,0.35,0,0,0.68,0
2025-10-16 13:41:00,0.04,0,0,0,0.35,0.17,0.8,0.2
2025-10-16 13:42:00,2.81,0.24,0,0,0,0,2.27,0
2025-10-16 13:43:00,5.99,0,1.43,0.19,0,0,1.32,0
2025-10-16 13:44:00,5.8,0.26,2.66,0.42,0,0.46,1.5,0
2025-10-16 13:45:00,3.84,0.58,1.13,0,0,1.14,1.15,0
