,Start Time:,2025-10-16 08:00:00, End Time:,2025-10-18 08:00:00, Normalization:,None,,,
Time Stamps:,Linear Time:,F1,M1,M2,M6,F5,M7,F3,F6
2025-10-16 08:00:00,32,2.67,45.9,47.78,12.36,11.4,3,2.67,10.4
2025-10-16 09:00:00,33,38.31,52.39,63.49,57.29,39.82,42.53,5.5,7.5
2025-10-16 10:00:00,34,33.64,53.26,48.22,57,58.09,66.15,21.14,50.14
2025-10-16 11:00:00,35,38.26,38.89,55.87,39.14,25.25,52.61,73.83,49.52
2025-10-16 12:00:00,36,36.2,65.93,40.06,47.78,53.84,64.84,40.17,49.25
2025-10-16 13:00:00,37,38.36,48.89,78.92,40.53,39.81,62.29,39.17,39.49
2025-10-16 14:00:00,38,43.95,40.13,48.1,54.81,48.54,54.85,56.43,40.77
2025-10-16 15:00:00,39,30.41,55.96,45.02,60.8,17.17,55.19,29.94,59.29
2025-10-16 16:00:00,40,28.85,27.33,57.9,52.79,64.13,72.74,47.06,22.82
2025-10-16 17:00:00,41,36.56,51.09,42.28,39.95,46.68,61.2,42.04,58.74
2025-10-16 18:00:00,42,29.91,44.28,36.87,54.5,29.67,29.78,25.38,45.02
2025-10-16 19:00:00,43,27.94,30.52,35.25,41.22,36.98,41.88,37,33.72
2025-10-16 20:00:00,44,5.07,19.6,24,13.2,6.57,28.5,5.25,11
2025-10-16 21:00:00,45,3.87,4.8,2,9.33,2,4,4.25,3
2025-10-16 22:00:00,46,4.36,15.37,0,33.49,3.33,12.6,2.67,5.56
2025-10-16 23:00:00,47,5.6,28.25,58.36,26.72,5.33,32.91,3.14,0
2025-10-17 00:00:00,48,4.5,11.25,52.71,14.35,2.8,30.59,4,8
2025-10-17 01:00:00,49,39.38,2.33,7,16,4,29.33,2,45.67
2025-10-17 02:00:00,50,40.37,2.57,21.83,22.24,34.77,34.5,44.56,64.24
2025-10-17 03:00:00,51,2,33.04,36.62,28.5,38.62,44.35,32.29,6.67
2025-10-17 04:00:00,52,3.33,15.92,13.93,8.54,19.47,6,19.43,42.49
2025-10-17 05:00:00,53,4.53,4.77,5.43,29,4,0,8,18
2025-10-17 06:00:00,54,20,32.36,5.33,7.1,47,0,4,7.09
2025-10-17 07:00:00,55,47.29,7.5,43.89,2.67,51.31,58.83,4,48.05
2025-10-17 08:00:00,56,49.45,46.11,65.57,27.38,6.88,26.82,7.71,6.15
2025-10-17 09:00:00,57,32.43,58,64.79,44.12,30.44,60.62,61.1,45.46
2025-10-17 10:00:00,58,40.17,53.33,44.74,55.44,39.63,67.74,43.96,58.36
2025-10-17 11:00:00,59,41.21,59.71,59.59,54.58,27.07,66.24,22,61.1
2025-10-17 12:00:00,60,42.41,57,71.75,42.98,41.32,69.54,53.38,61.15
2025-10-17 13:00:00,61,34.73,44.23,46.77,37.88,36.52,53.17,34.5,55.28
2025-10-17 14:00:00,62,35.74,46.71,54.75,61.14,23.6,45.95,33.47,25.45
2025-10-17 15:00:00,63,37.47,55.1,52.76,50.89,47.82,51.52,49.17,49.48
2025-10-17 16:00:00,64,35.51,48.12,52.49,60.52,39.46,42.63,34.67,40.71
2025-10-17 17:00:00,65,13.67,56.97,60.54,20.64,45.53,49.45,34.86,43.82
2025-10-17 18:00:00,66,37.22,41.21,46.21,44.31,44.69,24.69,30.02,29.47
2025-10-17 19:00:00,67,25.89,40.39,34,41.92,25.32,45.49,34.88,43.14
2025-10-17 20:00:00,68,22.9,35.4,24.53,8.95,4.29,4,24.29,5.67
2025-10-17 21:00:00,69,6,7.4,29.68,34.9,3.33,5,4.46,4
2025-10-17 22:00:00,70,26.36,29.25,37.13,15.4,12.56,34,4,5.5
2025-10-17 23:00:00,71,15.75,8.57,6.56,33.96,25.87,29.69,3.67,9
2025-10-18 00:00:00,72,2,25.9,4.57,11.4,3.53,41.82,2.5,8.67
2025-10-18 01:00:00,73,2,11.59,24,3.67,5.33,33.53,3,5
2025-10-18 02:00:00,74,6.33,4.57,37.61,48.38,4.8,6,4.67,14
2025-10-18 03:00:00,75,28.2,22.91,34.08,18.58,60.64,53.25,48.04,9.5
2025-10-18 04:00:00,76,33.39,23.71,29.55,20.67,41.94,35.55,42.32,18.18
2025-10-18 05:00:00,77,23.58,22.97,24,2.86,37.24,34.28,7.07,15.84
2025-10-18 06:00:00,78,4.8,23.9,5.71,25.55,8.8,6,3,11.18
2025-10-18 07:00:00,79,6.6,26.92,6,3.71,4.14,5,6,17.85
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
