,Start Time:,2025-10-17 07:56:00, End Time:,2025-10-17 11:06:00, Normalization:,None,,,
Time Stamps:,Linear Time:,F1,M1,M2,M6,F5,M7,F3,F6
2025-10-17 07:56:00,55.93,0,0,36,0,0,56,0,0
2025-10-17 07:57:00,55.95,0,0,0,0,0,56,0,0
2025-10-17 07:58:00,55.97,0,0,0,0,0,12,0,0
2025-10-17 07:59:00,55.98,0,0,0,0,0,0,0,0
2025-10-17 08:00:00,56,14,0,0,0,0,0,0,6
2025-10-17 08:01:00,56.02,10,30,0,0,0,0,0,0
2025-10-17 08:02:00,56.03,0,0,24,8,0,0,0,0
2025-10-17 08:03:00,56.05,0,0,0,8,12,0,0,4
2025-10-17 08:04:00,56.07,0,0,0,8,0,26,12,0
2025-10-17 08:05:00,56.08,0,0,4,0,0,0,6,16
2025-10-17 08:06:00,56.1,0,0,0,0,0,0,0,0
2025-10-17 08:07:00,56.12,0,0,0,6,0,0,4,0
2025-10-17 08:08:00,56.13,0,0,0,5,0,0,0,0
2025-10-17 08:09:00,56.15,0,0,0,2,0,0,0,0
2025-10-17 08:10:00,56.17,0,0,0,0,0,0,0,0
2025-10-17 08:11:00,56.18,0,0,0,0,4,0,0,0
2025-10-17 08:12:00,56.2,0,0,0,4,0,0,0,0
2025-10-17 08:13:00,56.22,0,0,0,2,0,0,0,0
2025-10-17 08:14:00,56.23,0,4,0,4,0,0,0,0
2025-10-17 08:15:00,56.25,0,0,0,4,2,0,0,0
2025-10-17 08:16:00,56.27,0,0,0,4,0,0,0,0
2025-10-17 08:17:00,56.28,0,0,0,0,0,0,2,16
2025-10-17 08:18:00,56.3,0,0,0,0,0,2,0,0
2025-10-17 08:19:00,56.32,0,0,0,0,0,0,0,0
2025-10-17 08:20:00,56.33,0,0,0,0,5,0,0,0
2025-10-17 08:21:00,56.35,0,13,0,4,0,0,0,0
2025-10-17 08:22:00,56.37,0,8,0,0,6,0,0,0
2025-10-17 08:23:00,56.38,0,0,0,2,0,0,0,2
2025-10-17 08:24:00,56.4,0,0,0,0,0,0,0,4
2025-10-17 08:25:00,56.42,0,0,6,0,0,0,0,0
2025-10-17 08:26:00,56.43,0,10,0,8,0,0,0,0
2025-10-17 08:27:00,56.45,0,0,0,36,0,0,0,0
2025-10-17 08:28:00,56.47,0,0,0,16,0,0,0,0
2025-10-17 08:29:00,56.48,0,0,7,12,0,0,0,0
2025-10-17 08:30:00,56.5,0,0,0,5,6,0,0,0
2025-10-17 08:31:00,56.52,0,4,17,0,4,0,0,0
2025-10-17 08:32:00,56.53,0,0,20,0,0,8,0,0
2025-10-17 08:33:00,56.55,0,0,56,0,0,0,4,0
2025-10-17 08:34:00,56.57,0,0,56,0,0,0,8,2
2025-10-17 08:35:00,56.58,0,0,25,0,0,0,0,0
2025-10-17 08:36:00,56.6,0,0,56,0,0,0,0,0
2025-10-17 08:37:00,56.62,0,0,10,0,0,0,0,0
2025-10-17 08:38:00,56.63,0,0,56,0,0,0,0,0
2025-10-17 08:39:00,56.65,0,0,56,0,0,0,0,0
2025-10-17 08:40:00,56.67,0,0,25,10,0,0,0,0
2025-10-17 08:41:00,56.68,0,0,56,3,0,0,0,8
2025-10-17 08:42:00,56.7,0,8,22,3,0,0,0,0
2025-10-17 08:43:00,56.72,0,56,11,26,0,2,0,0
2025-10-17 08:44:00,56.73,0,56,24,52,4,0,0,0
2025-10-17 08:45:00,56.75,0,56,56,50,2,0,0,0
2025-10-17 08:46:00,56.77,0,54,56,52,0,0,2,0
2025-10-17 08:47:00,56.78,0,34,22,56,0,0,0,0
2025-10-17 08:48:00,56.8,0,24,6,56,4,3.33,0,0
2025-10-17 08:49:00,56.82,12,56,34,23,0,48,0,0
2025-10-17 08:50:00,56.83,56,24,56,9,22,7,0,0
2025-10-17 08:51:00,56.85,19,56,54,44,0,56,0,0
2025-10-17 08:52:00,56.87,56,8,48,56,2,56,0,0
2025-10-17 08:53:00,56.88,38,2,56,56,6,56,0,0
2025-10-17 08:54:00,56.9,19,0,56,56,0,56,0,0
2025-10-17 08:55:00,56.92,56,16,3,56,0,56,0,0
2025-10-17 08:56:00,56.93,50,23,54,56,0,8,0,2
2025-10-17 08:57:00,56.95,9.33,24,56,8,0,3,0,2
2025-10-17 08:58:00,56.97,46,56,56,14,2,0,0,6
2025-10-17 08:59:00,56.98,56,18,56,56,0,2,0,2
2025-10-17 09:00:00,57,22,19,12,56,0,56,0,4
2025-10-17 09:01:00,57.02,25,26,56,56,0,56,0,5
2025-10-17 09:02:00,57.03,56,56,11.33,13,0,13.33,0,13
2025-10-17 09:03:00,57.05,6,56,3.6,7.33,2,56,0,10
2025-10-17 09:04:00,57.07,18,25,12.67,30,0,23,0,4
2025-10-17 09:05:00,57.08,10,24,18,48,0,52,0,6
2025-10-17 09:06:00,57.1,24,38,0,25,0,12,0,8
2025-10-17 09:07:00,57.12,6,8,0,56,2,8,0,0
2025-10-17 09:08:00,57.13,23,5,4,56,9.33,18,0,12
2025-10-17 09:09:00,57.15,19,24,18,23,0,56,0,25
2025-10-17 09:10:00,57.17,56,56,56,56,0,9.33,0,56
2025-10-17 09:11:00,57.18,24,7,56,56,2,3.33,0,56
2025-10-17 09:12:00,57.2,56,8,56,20,0,20,0,56
2025-10-17 09:13:00,57.22,14,56,56,16,0,25,3.33,50
2025-10-17 09:14:00,57.23,16,56,56,6.5,0,23,14,7.5
2025-10-17 09:15:00,57.25,8,56,52,15,0,56,24,56
2025-10-17 09:16:00,57.27,4.67,56,46,56,0,56,56,50
2025-10-17 09:17:00,57.28,8.5,16,6,56,2,25,17,5.5
2025-10-17 09:18:00,57.3,56,0,21,23,0,56,56,56
2025-10-17 09:19:00,57.32,56,0,56,56,0,23,56,56
2025-10-17 09:20:00,57.33,56,0,56,10.67,0,56,56,24
2025-10-17 09:21:00,57.35,18,0,56,25,3,56,34,56
2025-10-17 09:22:00,57.37,48,0,8,15,56,23,16,46
2025-10-17 09:23:00,57.38,54,4,25,42,6,11,54,13.33
2025-10-17 09:24:00,57.4,24,50,56,56,0,8.67,56,22
2025-10-17 09:25:00,57.42,23,56,56,6,0,4,56,56
2025-10-17 09:26:00,57.43,7,56,56,36,23,0,56,56
2025-10-17 09:27:00,57.45,0,42,8,26,13.33,0,5,25
2025-10-17 09:28:00,57.47,10,22,7,52,21,0,56,7
2025-10-17 09:29:00,57.48,8,20,12,24,56,7,21,18
2025-10-17 09:30:00,57.5,12.67,56,34,52,10,16,56,12.67
2025-10-17 09:31:00,57.52,14,5.33,56,15.33,4,13.33,2,10
2025-10-17 09:32:00,57.53,0,14.67,56,25,12,24,56,56
2025-10-17 09:33:00,57.55,2,24,56,22,20,42,10.67,25
2025-10-17 09:34:00,57.57,0,15,23,12.67,12.67,56,56,13.33
2025-10-17 09:35:00,57.58,4,54,56,54,50,56,23,56
2025-10-17 09:36:00,57.6,0,56,56,56,56,50,56,56
2025-10-17 09:37:00,57.62,0,19,52,56,25,25,56,56
2025-10-17 09:38:00,57.63,0,56,56,4,6,56,54,48
2025-10-17 09:39:00,57.65,0,28,56,4,4,19,18,22
2025-10-17 09:40:00,57.67,0,2,21,0,21,56,4,56
2025-10-17 09:41:00,57.68,0,0,46,12,14,56,14,52
2025-10-17 09:42:00,57.7,0,34,12,0,18,56,23,6.67
2025-10-17 09:43:00,57.72,0,19,56,0,56,21,15,52
2025-10-17 09:44:00,57.73,0,24,56,0,19,56,56,24
2025-10-17 09:45:00,57.75,0,56,56,0,56,56,56,56
2025-10-17 09:46:00,57.77,0,56,19,10,24,56,56,56
2025-10-17 09:47:00,57.78,0,24,4.67,2,15,44,22,10.67
2025-10-17 09:48:00,57.8,0,56,22,0,21,54,42,56
2025-10-17 09:49:00,57.82,0,23,56,0,56,46,0,25
2025-10-17 09:50:00,57.83,0,56,56,0,32,56,0,56
2025-10-17 09:51:00,57.85,0,56,56,34,10,56,0,50
2025-10-17 09:52:00,57.87,20,24,24,4,56,11,0,56
2025-10-17 09:53:00,57.88,56,56,56,9,23,56,0,56
2025-10-17 09:54:00,57.9,6,56,25,6,38,56,16,56
2025-10-17 09:55:00,57.92,21,14,56,38,26,56,54,5.33
2025-10-17 09:56:00,57.93,21,11,19,56,25,54,56,8.67
2025-10-17 09:57:00,57.95,26,14,50,56,19,46,40,18
2025-10-17 09:58:00,57.97,6,56,56,56,42,56,56,52
2025-10-17 09:59:00,57.98,56,24,56,36,0,7,2,24
2025-10-17 10:00:00,58,56,38,40,56,14,0,19,56
2025-10-17 10:01:00,58.02,46,0,11.33,56,6,0,22,21
2025-10-17 10:02:00,58.03,15,0,12,56,8,0,44,25
2025-10-17 10:03:00,58.05,22,0,12,44,0,0,42,56
2025-10-17 10:04:00,58.07,12,0,6,25,0,0,25,56
2025-10-17 10:05:00,58.08,24,0,0,52,0,0,21,56
2025-10-17 10:06:00,58.1,44,0,0,56,0,0,13,25
2025-10-17 10:07:00,58.12,0,0,0,16,8,0,50,56
2025-10-17 10:08:00,58.13,19,0,0,48,7,0,52,25
2025-10-17 10:09:00,58.15,56,0,0,56,0,0,18,25
2025-10-17 10:10:00,58.17,24,0,2,50,0,0,22,56
2025-10-17 10:11:00,58.18,20,2,0,9.5,0,0,56,20
2025-10-17 10:12:00,58.2,56,0,0,56,0,0,56,8
2025-10-17 10:13:00,58.22,24,0,0,24,0,0,14,19
2025-10-17 10:14:00,58.23,24,0,4,50,5,2,21,8
2025-10-17 10:15:00,58.25,21,0,0,48,0,2,8,2
2025-10-17 10:16:00,58.27,13.33,0,0,56,0,4,10,6
2025-10-17 10:17:00,58.28,25,0,0,24,0,4,0,0
2025-10-17 10:18:00,58.3,46,0,0,42,0,0,0,0
2025-10-17 10:19:00,58.32,48,0,0,56,0,50,0,0
2025-10-17 10:20:00,58.33,0,0,0,56,0,56,0,0
2025-10-17 10:21:00,58.35,0,0,0,15,0,20,0,0
2025-10-17 10:22:00,58.37,4,0,0,56,12,56,0,0
2025-10-17 10:23:00,58.38,2,0,0,56,0,50,0,0
