	dmso-mut	drug-mut
0	190.3969876337955	239.99367504100292
1	284.5889136013151	226.15122053556055
2	193.75152951120415	319.699233174803
3	299.4228097447437	316.43503760398164
4	271.2260100267699	210.77423953278822
5	466.1982252113658	177.11239732362517
6	277.1611160895127	306.7614905874181
7	226.75663834572143	330.4131332808527
8	247.09231387248838	254.14796824336298
9	367.93611183684146	377.8443066626591
10	237.36319375456188	263.5086526192264
11	363.10254804062635	384.5161591517545
12	301.3436767533086	
