	dmso-mut	drug-mut
0	369497.007128624	98999.8476483754
1	88425.2320021716	67159.26569922439
2	8752.936072814522	74194.80044361312
3	149836.523461199	41468.414269741384
4	920636.8906662618	142960.84023463927
5	46222.67635045826	24054.33451713056
6	402728.55800878303	38949.68771368003
7	203365.31813454715	45519.39625368901
8	61420.85112769851	58558.060920820826
9	68498.14368263882	83520.76260182945
10	62742.06764492835	233005.92986030076
11	118436.41647745541	45757.234532208204
12	35324.7875586686	
