	dmso-mut	drug-mut
0	203.72687811858123	246.22044285952185
1	236.70235460812316	243.67879097529925
2	236.64574779136953	382.0269485499341
3	455.5859369053106	328.45474862637303
4	223.4808588950106	224.8885687714753
5	556.8633363395321	449.61647826823963
6	286.2101150946163	416.66843689640757
7	181.29577075845194	260.4132734968845
8	288.91836437480265	281.4849891389175
9	420.31244868756727	372.6815283830997
10	235.5158101796961	238.22819279426054
11	393.90979086181767	376.16644040142984
12	336.60810443578123	
