	dmso-mut	drug-mut
0	4309.078757520116	5637.80300832472
1	3262.6287221196662	3242.809728775381
2	836.4471958068233	9894.844640112584
3	6566.1345751471945	4648.011199702791
4	1968.5522025653172	2414.309872853942
5	8437.056600349604	535.7694660885946
6	3316.9360568359516	9098.605291826882
7	7123.546558969522	2732.8327914914203
8	6743.052700942257	2690.7294633563165
9	6145.214311852732	2808.4307587410344
10	12688.830193729425	3618.075107589423
11	4467.12189133117	2948.8574147303007
12	3114.968805844118	
