	dmso-mut	drug-mut
0	204.13207887626126	154.15570495515956
1	198.39965531679647	164.13138755815342
2	243.51247806757078	186.74938592114134
3	194.9008074792512	173.06732702858284
4	224.3679220790606	150.35355013205623
5	289.35891871966606	195.45504163595183
6	304.92324384333244	264.84313693506715
7	280.23372448221716	257.9820924328652
8	342.35380252627914	277.09136235494174
9	291.96726383379456	303.23152474706774
10	505.6763007693185	273.64198323033827
11	319.644466900955	350.10527359876954
12	284.17466811472724	
