	dmso-wt	dmso-mut
0	95.42939915277576	95.28747986111972
1	92.1111746051978	110.86764968267809
2	70.47258159137255	86.28620944234005
3	93.26914858382233	93.97111204828029
4	107.41352530289707	104.5404284379706
5	100.65835784979828	94.50037106751417
6	74.77869925099029	97.99442428007362
7	107.32394909180245	101.51872863629596
8	75.28887202492248	108.60880597827132
9	87.21890143723732	79.01241152518821
10	112.55655663547674	87.39505502030084
11	94.93474272769288	
12	88.21588883178916	
13	94.56214277924398	
