	dmso-wt	dmso-mut
0	0.35306891189707923	0.21918132136991542
1	0.34178537749917265	0.21517022728123678
2	0.2655127864511262	0.2750290644902292
3	0.2233916833693044	0.2274942305146246
4	0.2090904956313461	0.2854950339793242
5	0.21184947265671827	0.2925591197983275
6	0.19115499396363494	0.2275545505819192
7	0.22785266157014394	0.2283189804108551
8	0.19443856204041965	0.21103435444936425
9	0.2209326871775387	0.2064600050779518
10	0.19798933865271434	0.2279693229712158
11	0.23346212082117612	
12	0.22324433650103426	
13	0.24780939009042144	
