	dmso-wt	dmso-mut
0	0.675262727220165	0.5779899554657668
1	0.6310232774648074	0.65115338249915
2	0.6396255191671898	0.5852908178167034
3	0.6215596084465073	0.5956607631431706
4	0.6521487885722906	0.6748586870040755
5	0.5960590986470102	0.5583577332612095
6	0.521967633590308	0.6100200505040996
7	0.6443082648922407	0.6448692305818102
8	0.6923298225185408	0.6293345976094215
9	0.6433432309786999	0.6831146204046723
10	0.6505671848102456	0.5493639163331369
11	0.6696155206705416	
12	0.5958742381682585	
13	0.6503978387345909	
