	dmso-wt	dmso-mut
0	0.28820301246014557	0.802534359900219
1	0.3799991920697979	0.549252452117558
2	0.18653058403663236	0.3943955919396001
3	0.4777367505163518	0.5327938807939092
4	0.4810162441306612	0.3600868567093888
5	0.7655284187182234	0.3523632328802833
6	0.35776828653770987	0.5125527264900575
7	0.4960462784386809	0.5662817524735766
8	0.30782237986937866	0.578165072338702
9	0.28221860485313727	0.22492208994567037
10	0.8520685071304221	0.40001014357909376
11	0.2772974624307875	
12	0.48953741820752295	
13	0.47359385750212224	
