	dmso-wt	dmso-mut
0	16.6556966306582	11.4207705096367
1	17.88432426568271	14.499718608329173
2	11.373940692698511	13.723986215171754
3	10.345246002339994	12.502381243805525
4	12.79434917206796	18.39795920061971
5	13.67912154945748	14.626227362634275
6	11.261926055925677	14.264036705046857
7	17.228239548455917	15.10289067987194
8	12.027725586049009	14.640759078879704
9	11.872283405000092	11.18041505019483
10	13.332158110511145	11.674347414066384
11	14.77051000358556	
12	10.573296393108185	
13	15.201040485716172	
