	dmso-wt	dmso-mut
0	0.6732366456506097	0.5777422705635582
1	0.6327567359011758	0.6454812395689727
2	0.6276901242999162	0.5842313220447631
3	0.6193162574491992	0.5891734056502586
4	0.6441225890640916	0.6521544493460342
5	0.5894668084783841	0.5512956178609913
6	0.5197079850403095	0.6032078274683901
7	0.6245889475683088	0.6331277264665666
8	0.6805589249499848	0.6190347299474709
9	0.6388016077974096	0.6679164580047328
10	0.6421560078302675	0.5419673015965956
11	0.6547122690159937	
12	0.5946198369818545	
13	0.6371114460763889	
