	dmso-wt	dmso-mut
0	31.833700864491213	18.92536126494283
1	30.643669123320123	22.705759452331257
2	17.97753846114753	22.76776538261408
3	18.698708762953395	20.004968845025655
4	21.944752399076805	30.245106040334
5	21.048806863044963	25.493191866293635
6	13.8911926214562	22.288393191789957
7	25.910584029168938	23.451462423410526
8	15.142825807576203	22.988912817385444
9	18.126986466990346	15.786370457202874
10	23.533836863621033	19.128278800647408
11	22.887095663395883	
12	18.015373057613324	
13	24.230427093347533	
