	dmso-het	drug-het
0	152.54761904761904	55.76190476190476
1	103.69047619047619	87.14285714285714
2	155.71428571428572	157.4047619047619
3	274.64285714285717	272.7857142857143
4	159.8095238095238	115.5
5	290.54761904761904	213.28571428571428
6	385.2857142857143	100.5952380952381
7	56.333333333333336	172.5
8	345.73809523809524	144.73809523809524
9	160.3095238095238	129.6904761904762
10	58.07142857142857	312.1904761904762
11	163.88095238095238	288.7142857142857
12	239.4047619047619	285.8095238095238
13	151.52380952380952	165.83333333333334
14	622.1190476190476	133.33333333333334
15	210.5952380952381	237.11904761904762
16	205.1904761904762	204.71428571428572
17	255.54761904761904	101.23809523809524
18	224.3095238095238	414.5238095238095
19	241.95238095238096	101.5952380952381
20	192.3095238095238	142.04761904761904
