	dmso_wt	dmso_het
0	0.735	2.155
1	1.2	1.1066666666666667
2	2.3333333333333335	1.5716666666666668
3	1.3033333333333332	3.025
4	0.6733333333333333	4.18
5	2.015	3.151666666666667
6	1.4883333333333333	1.0416666666666667
7	2.9816666666666665	4.46
8	2.8766666666666665	3.79
9	1.6316666666666666	6.796666666666667
10	2.01	1.7516666666666667
11	0.59	1.485
12	3.0083333333333333	4.121666666666667
13	1.295	5.253333333333333
14	1.145	13.715
15	1.1616666666666666	2.3116666666666665
16	1.3666666666666667	6.085
17	2.52	3.755
18	0.39166666666666666	4.655
19	1.27	5.05
20	1.3533333333333333	2.506666666666667
21		2.095
22		2.0766666666666667
23		4.218333333333334
