	dmso-mut	drug-mut
0	10840.862626298835	2520.2873033428027
1	14162.720312186426	5749.593350093659
2	4975.350535460658	1332.2310200171125
3	9063.75195894481	2867.9937737669384
4	32279.057030126954	1532.6110329140208
5	8586.014121030717	2272.2763032964594
6	9478.292025248753	328.30131232684187
7	6235.683358077314	952.9502699474567
8	3776.483443744856	652.5519372533851
9	8248.077867072227	2158.868958321839
10	7575.058803921675	3116.039457569697
11	8000.787656650327	1376.3893188952875
12	11058.144338782082	1026.5660838906979
13	6328.485752505053	
14	7965.589124344294	
