	dmso-mut	drug-mut
0	1.1773459536672743	1.002908503206463
1	1.2381687513550903	1.0120945079113406
2	1.2816099102938348	1.093749079536553
3	1.0803509463183676	1.0215010891437808
4	1.3769286701616994	0.9951359596692245
5	1.5492338821410674	1.293835232934027
6	1.4257019423746968	1.239887692753977
7	1.5299325274654156	1.464316509715059
8	1.3143449627561128	1.1997351400050968
9	1.403575532555163	1.407355985930265
10	1.5804719902198239	1.4060996509920773
11	1.5095201579021578	1.4144804092029228
12	1.3048060508818995	
