	dmso-het	drug-het
0	1.4262170791266615	1.5455821153586855
1	1.6376873674042052	1.5235625105476438
2	1.6500832378542152	1.7483468499686776
3	1.4876548449023783	1.4597661387901784
4	2.0044635434494027	1.348768371613236
5	1.4950886867859425	1.8880148793927518
6	1.9252264466636084	1.782700602143541
7	1.8272305064310743	1.9110655051841234
8	1.904041121466156	1.9055671169454758
9	1.7181224680093663	1.7595998735553031
10	1.801406621460135	1.524881763092065
11	1.382061851854449	1.585347403761507
12		1.9429891043693175
13		1.768830823219663
14		1.673928575036193
15		1.474998429265295
16		1.349422850822312
17		1.304890972275414
18		1.524227623061981
