	dmso-het	drug-het
0	124.28571428571429	261.2857142857143
1	567.1428571428571	154.85714285714286
2	751.5714285714286	284.57142857142856
3	308.14285714285717	282.0
4	275.7142857142857	172.71428571428572
5	604.4285714285714	260.14285714285717
6	153.0	598.0
7	564.7142857142857	532.0
8	455.85714285714283	282.57142857142856
9	749.0	175.85714285714286
10	69.71428571428571	93.28571428571429
11	330.0	317.85714285714283
12	586.2857142857143	416.0
13	779.4285714285714	171.28571428571428
14	1286.5714285714287	205.14285714285714
15	163.71428571428572	646.2857142857143
16	293.2857142857143	214.14285714285714
17	607.7142857142857	699.7142857142857
18	231.57142857142858	162.71428571428572
19	282.0	611.8571428571429
20	728.7142857142857	707.4285714285714
21	362.0	770.1428571428571
22	160.28571428571428	95.0
23		372.2857142857143
