	dmso	drug
0	84.42857142857143	113.64285714285714
1	1161.9285714285713	30.642857142857142
2	627.7857142857143	343.2857142857143
3	710.0714285714286	853.5
4	410.7142857142857	84.21428571428571
5	218.07142857142858	114.14285714285714
6	956.5	28.0
7	207.71428571428572	166.0
8	3029.9285714285716	170.71428571428572
9	488.0	453.64285714285717
10	508.2857142857143	584.7142857142857
11	445.5	204.64285714285714
12	399.92857142857144	400.14285714285717
13	564.1428571428571	448.14285714285717
14	179.42857142857142	891.3571428571429
15	1458.142857142857	524.3571428571429
16	1586.0	202.21428571428572
17	1762.2142857142858	817.4285714285714
18	1079.2857142857142	240.5
19	1033.9285714285713	1028.142857142857
20	1943.857142857143	225.14285714285714
21	392.42857142857144	281.7142857142857
22	626.0714285714286	218.5
23	1036.0714285714287	137.5
24	489.85714285714283	270.2142857142857
25	1320.2142857142858	894.8571428571429
26		419.92857142857144
