Chunk,Average_Conformers_Generated
00000,12.709817497798767
00001,12.725462332879673
00002,12.72991093765636
00003,12.728422485041325
00004,12.736157525063534
00005,12.717887659336041
00006,12.736596689947767
00007,12.714354325508795
00008,12.71899453639402
00009,12.721718596786136
00010,12.720348139255702
00011,12.71843047801989
00012,12.709488262253087
00013,12.724634780868522
00014,12.697416604966682
00015,12.732059235541325
00016,12.715337668834417
00017,12.73600576380411
00018,12.695881034344728
00019,12.717259045789305
00020,12.72109496938408
00021,12.72251466084903
00022,12.72259574978989
00023,12.724843900096062
00024,12.704814696229889
00025,12.706521521621676
00026,12.716149689813887
00027,12.728751826132202
00028,12.725406227487394
00029,12.735214650255179
00030,12.712533514746488
00031,12.725382275238172
00032,12.704642785671403
00033,12.723578374484774
00034,12.747028454796494
00035,12.723374882455333
00036,12.717541823421115
00037,12.714988993396037
00038,12.726741510075843
00039,12.71918342839988
00040,12.71603851003783
00041,12.714202805739559
00042,12.69983389701615
00043,12.724662331165582
00044,12.712032663517732
00045,12.736567208981208
00046,12.709491505072942
00047,12.746832656165562
00048,12.71627841818764
00049,12.72993956857566
00050,12.737599583650265
00051,12.725049041194604
00052,12.749924947463224
00053,12.70726923384837
00054,12.706486280945423
00055,12.738764157361828
00056,12.731292517006803
00057,12.720828745871284
00058,12.711303686506824
00059,12.735467733866933
00060,12.693871832846336
00061,12.728344407973742
00062,12.73603634253237
00063,12.739349674837419
00064,12.70754263752102
00065,12.744122296256277
00066,12.748078616603955
00067,12.723823246878002
00068,12.723682366835478
00069,12.707424454672804
00070,12.732488792827409
00071,12.691627134250085
00072,12.729460962823643
00073,12.72578256344568
00074,12.711643917864148
00075,12.735031617705916
00076,12.7065228268919
00077,12.721163851756984
00078,12.726544988792828
00079,12.7240799663805
00080,12.73192698743095
00081,12.71443150438228
00082,12.71751570691104
00083,12.712196098049025
00084,12.7085484451915
00085,12.737348674337168
00086,12.717095915631067
00087,12.703902341404843
00088,12.706572206211975
00089,12.726361289547938
00090,12.735032127629761
00091,12.738683209925956
00092,12.709214607303652
00093,12.710372563928129
00094,12.729984992496249
00095,12.71763716796445
00096,12.7275929706577
00097,12.733187895284605
00098,12.71729079518844
00099,12.703007744491805
00100,12.718874457141714
00101,12.703725937487494
00102,12.720994917357025
00103,12.72210324052761
00104,12.727734859704599
00105,12.72231560411414
00106,12.728547986872648
00107,12.723186230361254
00108,12.723998559366121
00109,12.695264200396151
00110,12.709457296085809
00111,12.722830547492743
00112,12.722123256139788
00113,12.720128051220488
00114,12.739066034148001
00115,12.704065496326841
00116,12.73910868303616
00117,12.718245312093497
00118,12.719082686304331
00119,12.727756547488045
00120,12.717958979489746
00121,12.701068470126856
00122,12.720969323434655
00123,12.739126083388378
00124,12.74435729149992
00125,12.723126188331833
00126,12.707490344399751
00127,12.744622095931803
00128,12.710961726987176
00129,12.729886552351989
00130,12.708601849257494
00131,12.723912260337029
00132,12.707687997758834
00133,12.723699745852594
00134,12.718617404531262
00135,12.731817635992474
00136,12.719047142428185
00137,12.715572097490695
00138,12.733085189409858
00139,12.73041128790153
00140,12.732893025117582
00141,12.720248934424589
00142,12.729049943973108
00143,12.711615433877682
00144,12.732822288493486
00145,12.724601713233529
00146,12.714145619020934
00147,12.73039284356301
00148,12.729526897214217
00149,12.714442932607652
00150,12.717813262896707
00151,12.715723748724209
00152,12.722984871528055
00153,12.713170848841397
00154,12.706715760826063
00155,12.729250475332734
00156,12.716741719203442
00157,12.710911856536706
00158,12.728154951277588
00159,12.738902453668494
00160,12.727714846095346
00161,12.74145072536268
00162,12.730331231862303
00163,12.719102697510605
00164,12.716384158178071
00165,12.697330505082846
00166,12.709353295570544
00167,12.734175188616943
00168,12.717370422253351
00169,12.719077064697524
00170,12.71273061992236
00171,12.730494467012187
00172,12.71745263200016
00173,12.742775954534538
00174,12.723249299719887
00175,12.7097284207577
00176,12.716898449224612
00177,12.725649902939823
00178,12.71935161096658
00179,12.742661036959959
00180,12.725353240203338
00181,12.742539180560838
00182,12.7207757119699
00183,12.722117731801992
00184,12.709279753447138
00185,12.728839341112423
00186,12.738192443163625
00187,12.710689054776152
00188,12.722032134782
00189,12.68995537054456
00190,12.746828096858115
00191,12.72227892177463
00192,12.724494696818091
00193,12.699737858443559
00194,12.705447922504202
00195,12.714205671062373
00196,12.717782447713398
00197,12.700392219643
00198,12.694957663590689
00199,12.710471539508447
00200,12.709949780916748
00201,12.720237737887976
00202,12.732145716573259
00203,12.71624407132422
00204,12.71358805516082
00205,12.73877894062794
00206,12.747048228937363
00207,12.716789723272706
00208,12.72721815343979
00209,12.741120204910652
00210,12.72992496248124
00211,12.735244080619658
00212,12.717118956131925
00213,12.70884783957412
00214,12.724122061030515
00215,12.717939481268012
00216,12.715363525385738
00217,12.720749204570469
00218,12.716555602249304
00219,12.72061884556881
00220,12.729830318552905
00221,12.751481066367784
00222,12.708474237118558
00223,12.723870890280752
00224,12.742555235350624
00225,12.736816826432388
00226,12.711989913342807
00227,12.716296014572533
00228,12.70064841498559
00229,12.721718596786136
00230,12.715420953601026
00231,12.740147709304885
00232,12.731812725090036
00233,12.71512931379614
00234,12.724065476666933
00235,12.704857011347036
00236,12.715157700928595
00237,12.725995597358414
00238,12.715286394748428
00239,12.73146813960935
00240,12.723305924014165
00241,12.733820292175306
00242,12.730716887483489
00243,12.706908625277606
00244,12.731750765597166
00245,12.71140026023421
00246,12.731682910721076
00247,12.72044904248294
00248,12.727410994816786
00249,12.697856842695055
00250,12.705399671776808
00251,12.71366828741221
00252,12.704868823917872
00253,12.736502981550407
00254,12.715660962673871
00255,12.6939547355572
00256,12.719927144629919
00257,12.742321467875223
00258,12.72180526368458
00259,12.71251325768946
00260,12.708619343993275
00261,12.711155577788894
00262,12.729664832416208
00263,12.71378254517801
00264,12.715143509066891
00265,12.724621727643903
00266,12.721258329831302
00267,12.720452271362818
00268,12.736944294321344
00269,12.73641549084359
00270,12.721668468035707
00271,12.733182555090767
00272,12.735621372823694
00273,12.71711329477455
00274,12.705527980145705
00275,12.70987370148716
00276,12.714671683310986
00277,12.72880270556923
00278,12.72942683317323
00279,12.705712856428214
00280,12.71718465448578
00281,12.701868822281805
00282,12.72009363558152
00283,12.719217145944647
00284,12.712573292509656
00285,12.729734598294703
00286,12.714328597158294
00287,12.738458767734576
00288,12.725285722863834
00289,12.71787994635816
00290,12.721108042112006
00291,12.713682483139547
00292,12.711409933165246
00293,12.715463422442772
00294,12.727345501120718
00295,12.72156862745098
00296,12.70856513908345
00297,12.721480740370184
00298,12.734268392724944
00299,12.719033897626765
00300,12.732771730430606
00301,12.723675519884715
00302,12.717095915631067
00303,12.714983289639576
00304,12.721155000600312
00305,12.703437650072035
00306,12.70736100548373
00307,12.721716332779634
00308,12.715949569741845
00309,12.730889298006884
00310,12.731102527668261
00311,12.70718818183638
00312,12.70745372686343
00313,12.737461473802185
00314,12.70847844361715
00315,12.708639356400969
00316,12.71941798094628
00317,12.728226064681396
00318,12.708948653299716
00319,12.702114888253066
00320,12.69911557547623
00321,12.69459232277949
00322,12.714580247407822
00323,12.715640758824941
00324,12.71704418120698
00325,12.735318842320163
00326,12.72622478386167
00327,12.706913807598383
00328,12.720714771681275
00329,12.7195348930294
00330,12.73647661550161
00331,12.704032016008004
00332,12.705990672724726
00333,12.715709226244073
00334,12.73509575937081
00335,12.711157810467327
00336,12.70831082027576
00337,12.719869511267662
00338,12.730776928311252
00339,12.724440175301675
00340,12.71668734739623
00341,12.728136882129277
00342,12.716164284856491
00343,12.726191905848445
00344,12.729492285216834
00345,12.71409417462128
00346,12.70712042094312
00347,12.70360659674966
00348,12.713159369246778
00349,12.742000680367399
00350,12.708339170285576
00351,12.723815623561435
00352,12.730365182591296
00353,12.721340670335168
00354,12.713891223436187
00355,12.706733366683341
00356,12.726605027217419
00357,12.713273698745272
00358,12.736384924844385
00359,12.728842728782695
00360,12.712381676639517
00361,12.71925294258948
00362,12.710045433620879
00363,12.708983593437376
00364,12.744327504101804
00365,12.709208077331038
00366,12.712767447911455
00367,12.714828973440346
00368,12.733729586935638
00369,12.739002521714767
00370,12.735135784186195
00371,12.72614448425646
00372,12.724580256548798
00373,12.727713158895718
00374,12.713462346654927
00375,12.731096304299978
00376,12.720187342380209
00377,12.702729200848374
00378,12.696610101656928
00379,12.718762507003921
00380,12.70593885064831
00381,12.715772409790462
00382,12.717030602645957
00383,12.741794091746057
00384,12.699883939648617
00385,12.713333600192138
00386,12.718876948630205
00387,12.734927463731866
00388,12.72113363889278
00389,12.746048261234943
00390,12.736636714763153
00391,12.72975244651684
00392,12.721296055396563
00393,12.73004022977003
00394,12.720086453601233
00395,12.715818123599103
00396,12.718445436170425
00397,12.730452880786087
00398,12.723695534695675
00399,12.710360423462546
00400,12.725980784627701
00401,12.747548921525471
00402,12.731967016251701
00403,12.715915687491243
00404,12.738019488964923
00405,12.723346747552405
00406,12.720403425918514
00407,12.729159162764638
00408,12.733101212630569
00409,12.71395413982152
00410,12.706555671175858
00411,12.734591371167854
00412,12.719597366472554
00413,12.735358872743285
00414,12.710949226489483
00415,12.722741370685343
00416,12.709238314483034
00417,12.708871145264252
00418,12.749789907559325
00419,12.724184157346086
00420,12.73430309336108
00421,12.730850808388027
00422,12.69967987194878
00423,12.720605890827597
00424,12.728335267982228
00425,12.722177758213615
00426,12.715586234493797
00427,12.719142039656656
00428,12.71586110277194
00429,12.716439123994075
00430,12.705994157896843
00431,12.732271490315352
00432,12.731448126801153
00433,12.73720758039663
00434,12.727127159184164
00435,12.719360390650015
00436,12.711829807673064
00437,12.706061273087467
00438,12.719674230599912
00439,12.745482560582715
00440,12.733530777235252
00441,12.707813906953477
00442,12.707532821005444
00443,12.709231354185427
00444,12.734886700296261
00445,12.717110266159695
00446,12.726424725263726
00447,12.718565510616582
00448,12.725853892790683
00449,12.740459848318093
00450,12.730065032516258
00451,12.724656821547205
00452,12.72809141667834
00453,12.728862740389426
00454,12.72275801352595
00455,12.72259574978989
00456,12.699871928279837
00457,12.691039340457039
00458,12.70973036811658
00459,12.709923969587836
00460,12.720831582527962
00461,12.713976901983548
00462,12.736216454201605
00463,12.705317296723969
00464,12.701206699885933
00465,12.714674511216506
00466,12.722623501870785
00467,12.717267324355152
00468,12.715066354410617
00469,12.736432402145201
00470,12.733067808822351
00471,12.722833700220132
00472,12.72263796070271
00473,12.728282626100881
00474,12.72811668434005
00475,12.71531794799944
00476,12.691818109038508
00477,12.704535446939675
00478,12.725098565052935
00479,12.734395325101563
00480,12.728466218379763
00481,12.7046591682344
00482,12.714097048524263
00483,12.715057636887607
00484,12.71052947532717
00485,12.69214144203638
00486,12.712213083588482
00487,12.72618451868607
00488,12.724553294515477
00489,12.71575534384757
00490,12.70378374052064
00491,12.729774628717825
00492,12.708479257139427
00493,12.717035495618072
00494,12.71912585803198
00495,12.709127301841473
00496,12.7016132260518
00497,12.728955319446946
00498,12.728973645768715
00499,12.713776888444222
00500,12.725046515815377
00501,12.723439594965079
00502,12.72618451868607
00503,12.735905697760522
00504,12.719775051534013
00505,12.718152898101279
00506,12.725355213127877
00507,12.71237919926369
00508,12.724247638866656
00509,12.715257628814408
00510,12.718544901552745
00511,12.719129007725254
00512,12.712850883335667
00513,12.72559498789007
00514,12.713159369246778
00515,12.740290145072537
00516,12.719606155816606
00517,12.723307187449976
00518,12.719088307686151
00519,12.7311079090618
00520,12.712610322813056
00521,12.74172437257335
00522,12.70603186039065
00523,12.7208004002001
00524,12.718256588821516
00525,12.72392196098049
00526,12.710405700218162
00527,12.710846989615224
00528,12.721038202157251
00529,12.72006644119354
00530,12.721449582774698
00531,12.727776665999599
00532,12.717538769384692
00533,12.701360816489894
00534,12.721121517771374
00535,12.743996157540826
00536,12.725050020008004
00537,12.710469444110938
00538,12.716092115003702
00539,12.728095104671176
00540,12.73100398230974
00541,12.72333953693142
00542,12.734820892535522
00543,12.707090112265114
00544,12.70976585951571
00545,12.725833566825441
00546,12.733664218384133
00547,12.717049842927747
00548,12.726568598018613
00549,12.728593440457848
00550,12.728964482241121
00551,12.7171302781669
00552,12.707133566783392
00553,12.72829327837032
00554,12.708967918826426
00555,12.71727036221733
00556,12.717559696563319
00557,12.719517320045627
00558,12.705549218546757
00559,12.708124011768708
00560,12.72377846252351
00561,12.708049795853015
00562,12.73548012648601
00563,12.714771681274263
00564,12.710495247623811
00565,12.723245017209637
00566,12.71208967173739
00567,12.729383042164455
00568,12.719058861190028
00569,12.723196061952216
00570,12.703443584048662
00571,12.714357188600705
00572,12.712944990294758
00573,12.725471754747563
00574,12.718382868007605
00575,12.69929566191772
00576,12.715432345876701
00577,12.729234218005685
00578,12.73288781288141
00579,12.719528545414525
00580,12.687997758834594
00581,12.710363046871873
00582,12.715294871025195
00583,12.72906118037905
00584,12.728222368974006
00585,12.711638517569838
00586,12.707989752621888
00587,12.70659114109005
00588,12.718016449540734
00589,12.725248119097166
00590,12.729724862431215
00591,12.734135163801557
00592,12.708481767601969
00593,12.720472283370022
00594,12.731588216458533
00595,12.717664478949896
00596,12.721890885802345
00597,12.717421756183462
00598,12.713345206411462
00599,12.739260059627428
00600,12.726022736370187
00601,12.730023413579877
00602,12.745828164392332
00603,12.731441266537237
00604,12.734883814022377
00605,12.730068838549588
00606,12.72306398991213
00607,12.71669534595222
00608,12.720477877168758
00609,12.735969898326795
00610,12.725946530056833
00611,12.720289797062001
00612,12.719429211864067
00613,12.716061242870008
00614,12.727793122773308
00615,12.717030218130878
00616,12.701769132244637
00617,12.741418993295307
00618,12.716318443804035
00619,12.738929464732367
00620,12.715500680381014
00621,12.73361352947063
00622,12.704534539342031
00623,12.705997718585524
00624,12.729155411489286
00625,12.7153233552105
00626,12.726144732628882
00627,12.729609095094174
00628,12.729017794591565
00629,12.731461843211013
00630,12.697244401753016
00631,12.712495495856187
00632,12.709943369419486
00633,12.72165979752711
00634,12.704551823531766
00635,12.71919329345151
00636,12.709865300322239
00637,12.715540702793565
00638,12.723052604197932
00639,12.721521773935319
00640,12.721404983488442
00641,12.733544139131826
00642,12.730120916079436
00643,12.713499559753462
00644,12.719499749874938
00645,12.703902341404843
00646,12.719277180764843
00647,12.71861679774269
00648,12.71287643821911
00649,12.706971067269599
00650,12.730880851830355
00651,12.692543227665706
00652,12.707557174013086
00653,12.727511056855251
00654,12.728002241299954
00655,12.702431702191534
00656,12.70925136579216
00657,12.712401689047208
00658,12.701853037701113
00659,12.720872037155669
00660,12.720481107909063
00661,12.70844255898185
00662,12.720137679854316
00663,12.73755302969663
00664,12.7259901138706
00665,12.702031421995397
00666,12.7166876839008
00667,12.734802097090487
00668,12.724640291368994
00669,12.726959793463687
00670,12.72622455311568
00671,12.71949169501701
00672,12.726408485940158
00673,12.721873123874325
00674,12.710275699251731
00675,12.71247623811906
00676,12.737243366550606
00677,12.743665185541012
00678,12.721419711095994
00679,12.731154823604747
00680,12.714988993396037
00681,12.733960376225735
00682,12.710906543926356
00683,12.714588710806972
00684,12.722550177095632
00685,12.718482350116066
00686,12.708753602305476
00687,12.716335187482493
00688,12.725134610380511
00689,12.727481939524925
00690,12.733600160096058
00691,12.737202321392836
00692,12.731154823604747
00693,12.735937406199348
00694,12.721175011005723
00695,12.721604098295046
00696,12.70984331539031
00697,12.719789456830645
00698,12.699867915465898
00699,12.708082364476818
00700,12.725775465279167
00701,12.71162697618571
00702,12.722442363112393
00703,12.726250050042035
00704,12.733517473279692
00705,12.716804418739619
00706,12.7069441664999
00707,12.737562537522514
00708,12.737690152121697
00709,12.723765308572801
00710,12.710680621985631
00711,12.731544295691501
00712,12.743166446552207
00713,12.719154642063762
00714,12.725817425061031
00715,12.729446845981428
00716,12.724976988033777
00717,12.7146859864708
00718,12.705486853163645
00719,12.712818973281298
00720,12.721041466538585
00721,12.711595421069484
00722,12.730331231862303
00723,12.71227585654819
00724,12.69364555188632
00725,12.727452824525244
00726,12.714382917408793
00727,12.725802901450725
00728,12.711969900134088
00729,12.704678245557869
00730,12.71148728415071
00731,12.730538322993796
00732,12.726302724561087
00733,12.71587247583405
00734,12.704604117894231
00735,12.722165515861104
00736,12.715452035058231
00737,12.69901144640999
00738,12.721215031816545
00739,12.70162307122701
00740,12.739731785428342
00741,12.730271189832884
00742,12.717850710426255
00743,12.718876948630205
00744,12.720629139735458
00745,12.733195925799931
00746,12.711912909487502
00747,12.723280762148747
00748,12.70519594892118
00749,12.73473675784924
00750,12.723390630940708
00751,12.70954057947815
00752,12.73122648306781
00753,12.71005123689056
00754,12.709948566053596
00755,12.73626153630558
00756,12.719554906238118
00757,12.70358808108703
00758,12.730403634107782
00759,12.714814666559922
00760,12.734666106341678
00761,12.721383975026015
00762,12.741429343366622
00763,12.720826912685865
00764,12.708791098837326
00765,12.722407892893594
00766,12.732721014927762
00767,12.71801388916685
00768,12.708129853494516
00769,12.72512056993056
00770,12.747108033462755
00771,12.738578832569587
00772,12.733830945329384
00773,12.732875890213652
00774,12.711752461772477
00775,12.731007022949639
00776,12.738389194597298
00777,12.7172107359446
00778,12.718039019509755
00779,12.72554081367193
00780,12.731800536278865
00781,12.720734782086685
