Chunk,Average_Conformers_Generated
00782,12.73379495287078
00783,12.736085816638981
00784,12.725464297150175
00785,12.710760671616402
00786,12.718471669035086
00787,12.718217116323753
00788,12.72155850393228
00789,12.734336541732535
00790,12.732471586361454
00791,12.742835988153367
00792,12.721849798891402
00793,12.72554630593132
00794,12.71194716830098
00795,12.705699875915622
00796,12.722181090545273
00797,12.717513106815543
00798,12.720469919545291
00799,12.731782976764665
00800,12.71377971664132
00801,12.722125487841488
00802,12.698380931414734
00803,12.71890507443573
00804,12.710674831892412
00805,12.723304177258262
00806,12.710306741100906
00807,12.718930708125738
00808,12.736250100072052
00809,12.732410149683822
00810,12.701900760304122
00811,12.733500100060036
00812,12.718085212831955
00813,12.722354542361348
00814,12.734784958072328
00815,12.714688869763625
00816,12.71142954349871
00817,12.72454778293581
00818,12.698064877629024
00819,12.727383691845922
00820,12.722616927171934
00821,12.727678482076737
00822,12.721859739012089
00823,12.722036544119119
00824,12.695717430458275
00825,12.71463165689355
00826,12.740847494945855
00827,12.706846518702344
00828,12.721855364789691
00829,12.722679153909267
00830,12.710077643480348
00831,12.713348008805283
00832,12.718542383734892
00833,12.716681341551269
00834,12.7343165309267
00835,12.72375978067279
00836,12.722572509457756
00837,12.723483029138649
00838,12.721347235285878
00839,12.702093591129259
00840,12.715289173504102
00841,12.731979187512508
00842,12.720117668247584
00843,12.710760671616402
00844,12.730590683528094
00845,12.720037621820657
00846,12.725839053775491
00847,12.705422012289095
00848,12.709745847508506
00849,12.71991995997999
00850,12.71804007125558
00851,12.708459244731733
00852,12.721489604386369
00853,12.731856654060868
00854,12.732795709683229
00855,12.723282901056676
00856,12.714563029078029
00857,12.708953730387448
00858,12.723819815492986
00859,12.73100398230974
00860,12.721078225370714
00861,12.692232271490315
00862,12.721115936518101
00863,12.703439857523062
00864,12.71780810951447
00865,12.723456197222555
00866,12.723699745852594
00867,12.708288309921159
00868,12.69984986487839
00869,12.707176018570399
00870,12.722910371600664
00871,12.712473234475995
00872,12.74104247567957
00873,12.709811690780652
00874,12.703180353461562
00875,12.738513567597854
00876,12.738443065839503
00877,12.730830798783416
00878,12.718242769938957
00879,12.70390010605727
00880,12.725142571285643
00881,12.71920837252116
00882,12.741985191114669
00883,12.720452271362818
00884,12.73421926910299
00885,12.732905084949271
00886,12.736615630941658
00887,12.7203689992596
00888,12.748164008564626
00889,12.705670422929884
00890,12.703013687665093
00891,12.72636298134657
00892,12.726428499949964
00893,12.72318283701569
00894,12.716393114491593
00895,12.711046627976787
00896,12.719314747733504
00897,12.720782728746073
00898,12.72103124562141
00899,12.713811181814544
00900,12.71422282695694
00901,12.72975244651684
00902,12.710966114925045
00903,12.711184039381266
00904,12.69921742089146
00905,12.733480088052831
00906,12.716552607355824
00907,12.731819091454874
00908,12.71653622115019
00909,12.746133066533266
00910,12.705064329591613
00911,12.739843906343806
00912,12.720906962316636
00913,12.714605887179077
00914,12.712150318165445
00915,12.708652749144333
00916,12.725158604679088
00917,12.700046017486645
00918,12.732599559735842
00919,12.720450544174136
00920,12.726432273427651
00921,12.722396781876038
00922,12.720926044501361
00923,12.720427524918938
00924,12.728531689647582
00925,12.700738398735318
00926,12.71285048131767
00927,12.74247638866656
00928,12.719981585636797
00929,12.712241303390577
00930,12.722045431802261
00931,12.71092655593356
00932,12.741586297971107
00933,12.734207103551777
00934,12.735368294635709
00935,12.738224818920324
00936,12.754202016968145
00937,12.720232972399575
00938,12.713319458896983
00939,12.7465124191902
00940,12.720331352422114
00941,12.728535126158032
00942,12.708076522852798
00943,12.728429646230191
00944,12.709179691408673
00945,12.71057001660631
00946,12.709037060754023
00947,12.72565185200008
00948,12.72519557431824
00949,12.718614285428382
00950,12.724061324153391
00951,12.715280696487541
00952,12.711352173564967
00953,12.723278242426668
00954,12.709057071960297
00955,12.719005783585823
00956,12.721310491133972
00957,12.714239980791932
00958,12.75698016532234
00959,12.721499479625331
00960,12.72900656420109
00961,12.72955823775496
00962,12.71809649596766
00963,12.719590268886044
00964,12.696732627703636
00965,12.722589035614245
00966,12.709459865116372
00967,12.715966857463075
00968,12.729841695519042
00969,12.718693720734782
00970,12.737747893778392
00971,12.743616936129342
00972,12.729039100332173
00973,12.723554950881335
00974,12.709696787751426
00975,12.718606140666907
00976,12.728453364817002
00977,12.732491343247734
00978,12.743375760486712
00979,12.713765433334
00980,12.727652932583595
00981,12.700324168567656
00982,12.733010485872088
00983,12.706741640485863
00984,12.716550247182916
00985,12.702927698064878
00986,12.72720723605219
00987,12.720979104955568
00988,12.696480380975249
00989,12.726585014409222
00990,12.725275604729797
00991,12.72805683410046
00992,12.713459305816887
00993,12.73226219536596
00994,12.70991495747874
00995,12.706051873198847
00996,12.703997277767769
00997,12.720018413257545
00998,12.727110808701395
00999,12.725111560242532
01000,12.742877150860345
01001,12.737256079255479
01002,12.72207547924921
01003,12.721937550040032
01004,12.722275583303318
01005,12.730523703748174
01006,12.733392028173522
01007,12.727663918020975
01008,12.736302877496298
01009,12.728204307101112
01010,12.730794629099714
01011,12.718636199927968
01012,12.722260013604897
01013,12.699195452907977
01014,12.720911147140656
01015,12.704798303185528
01016,12.728295015707225
01017,12.7221899825906
01018,12.726146642119588
01019,12.7195348930294
01020,12.7311040403434
01021,12.692701767024875
01022,12.728182145572406
01023,12.714520098441346
01024,12.72862088978726
01025,12.716320854759
01026,12.724382191095549
01027,12.706871359660536
01028,12.729093710603726
01029,12.72673790370993
01030,12.706812359910343
01031,12.723362952289465
01032,12.71567783891946
01033,12.733618860825361
01034,12.747607990712199
01035,12.705545660135689
01036,12.709502461673939
01037,12.72209548965462
01038,12.694193703340472
01039,12.710755377688844
01040,12.736039389936352
01041,12.720626788608937
01042,12.736923200064034
01043,12.741960658755728
01044,12.722325627939558
01045,12.732594208409214
01046,12.726630369510389
01047,12.726515742909186
01048,12.718817548635018
01049,12.722642491194364
01050,12.711412619319205
01051,12.719070772555375
01052,12.719023316321424
01053,12.708304982989794
01054,12.728846115368455
01055,12.715017611271213
01056,12.725065551129882
01057,12.708966124417232
01058,12.715529317590555
01059,12.722927004962383
01060,12.71923715755138
01061,12.700734455362324
01062,12.706288527739973
01063,12.701635013708499
01064,12.726850647401388
01065,12.726062765190937
01066,12.719766255078149
01067,12.70448723080618
01068,12.720607661822985
01069,12.712178820139277
01070,12.729456030100469
01071,12.7070676751911
01072,12.730170481831278
01073,12.708261617900172
01074,12.709204811560555
01075,12.717330398238943
01076,12.7095625025017
01077,12.71640715686667
01078,12.692703330131284
01079,12.731877676820238
01080,12.725480384307446
01081,12.719165199295661
01082,12.729119141953817
01083,12.717438719359679
01084,12.720851591732197
01085,12.730914693934725
01086,12.717567026810725
01087,12.732141784920842
01088,12.737058011326116
01089,12.709414024975985
01090,12.710909200072047
01091,12.71208118169809
01092,12.72094279597431
01093,12.73495446812769
01094,12.713631088165846
01095,12.71074065920871
01096,12.710975487743871
01097,12.721704154326423
01098,12.704590019608627
01099,12.727063531765882
01100,12.699293562008446
01101,12.722566832079398
01102,12.701811267887521
01103,12.69897938763258
01104,12.71275318229125
01105,12.714239980791932
01106,12.720922319409139
01107,12.714228537122274
01108,12.711244071798772
01109,12.705602145587735
01110,12.72856428214107
01111,12.715660770031217
01112,12.727787561034178
01113,12.730929320419435
01114,12.736653593724988
01115,12.713633907666447
01116,12.723987514006723
01117,12.713293571371388
01118,12.698118494795837
01119,12.69883351007423
01120,12.695994077157035
01121,12.739488062121
01122,12.72647759341913
01123,12.723400848611
01124,12.717047205490966
01125,12.718362853997798
01126,12.721278341438033
01127,12.720446676939703
01128,12.697666973468326
01129,12.725882941470735
01130,12.70984331539031
01131,12.72618285165319
01132,12.721720860430215
01133,12.74028339270704
01134,12.704322593556133
01135,12.731884493005943
01136,12.730143483220267
01137,12.71967180308185
01138,12.73366150398207
01139,12.725919106610363
01140,12.710689558570456
01141,12.71641283246943
01142,12.721973183910347
01143,12.724260070841089
01144,12.707904742845708
01145,12.739506395244101
01146,12.725871662463472
01147,12.740327842603527
01148,12.72278693773011
01149,12.719751851110667
01150,12.726154030854193
01151,12.719168350909491
01152,12.721909831308906
01153,12.736336528647762
01154,12.710365670596241
01155,12.716881453614024
01156,12.712873268753503
01157,12.717934347477982
01158,12.730184147317853
01159,12.719971186745903
01160,12.743967345632079
01161,12.73824294576746
01162,12.708431709952379
01163,12.704366270460639
01164,12.722513508104862
01165,12.728322427007665
01166,12.722204434483311
01167,12.714085606227362
01168,12.724439551641312
01169,12.722971620702078
01170,12.714185632218419
01171,12.729719992794669
01172,12.732210037621067
01173,12.702789785462697
01174,12.73617225646362
01175,12.72207547924921
01176,12.710924369747898
01177,12.727178132628968
01178,12.710903888099574
01179,12.710092440673897
01180,12.71038360714786
01181,12.724076519790291
01182,12.732324748354046
01183,12.730653004863015
01184,12.707151146504462
01185,12.709820713942692
01186,12.734691427199232
01187,12.713319458896983
01188,12.720709182958798
01189,12.717356496677608
01190,12.718818774758914
01191,12.718828167210294
01192,12.739333173230868
01193,12.712184579673023
01194,12.722440156912977
01195,12.72961235966299
01196,12.74179860291027
01197,12.733565467971424
01198,12.710197710718003
01199,12.728320461002841
01200,12.729686999679796
01201,12.73212856227986
01202,12.739503702221333
01203,12.737953253822141
01204,12.739170451589668
01205,12.726936161697019
01206,12.728444480025619
01207,12.703099673823864
01208,12.6979723373166
01209,12.720946054105971
01210,12.7081615498539
01211,12.699589794897449
01212,12.716667000180097
01213,12.722322286263209
01214,12.711338762280157
01215,12.706715760826063
01216,12.724812872753473
01217,12.729489001421108
01218,12.714871815398162
01219,12.704372186093046
01220,12.735875112578805
01221,12.719020836252277
01222,12.707325369670048
01223,12.725335201120673
01224,12.712210058638702
01225,12.712930534152541
01226,12.705420927300743
01227,12.720788709838855
01228,12.73520641972344
01229,12.731251000480231
01230,12.726676005603363
01231,12.732799679807885
01232,12.737966094910234
01233,12.732468780019213
01234,12.735161096657995
01235,12.716264360914295
01236,12.726863341605956
01237,12.712356178089044
01238,12.73088544272136
01239,12.72272136068034
01240,12.70236570330638
01241,12.729512297624527
01242,12.72300798207534
01243,12.703720753357485
01244,12.723270566105697
01245,12.726723240733328
01246,12.728822717175962
01247,12.729057041675837
01248,12.737660622072775
01249,12.711921391262583
01250,12.71259354115811
01251,12.729957383805846
01252,12.714757444764649
01253,12.715409560413164
01254,12.707165296036177
01255,12.71323647134166
01256,12.708862026177801
01257,12.73141256502601
01258,12.711592723779793
01259,12.713570956831509
01260,12.724163464617355
01261,12.711186712027216
01262,12.702983969419817
01263,12.74004922855256
01264,12.693349876923692
01265,12.74184380128898
01266,12.729952570593769
01267,12.71479739869935
01268,12.73688844422211
01269,12.72040020010005
